,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,9.6,,,99.0,61.1,2.0,71,Hendon Hooker QB,162.0,1555.0,,165.8,,,,17.0,-122.0,13
1,7.7,,,72.0,61.5,5.0,72,Ryan Willis QB,117.0,906.0,,143.4,,,,10.0,-72.0,9
2,6.9,,,14.0,37.8,1.0,64,Quincy Patterson II QB,37.0,257.0,,108.6,,,,2.0,-8.0,2
3,0.0,,,0.0,0.0,0.0,0,Tayvion Robinson WR,2.0,0.0,,0.0,,,,0.0,0.0,0
4,8.5,,,185.0,58.2,8.0,72,Total,318.0,2718.0,,149.8,,,,29.0,-202.0,24
0,,,4.8,,,,45,Deshawn McClease RB,,,,,,177.0,843.0,,,7
1,,,2.9,,,,34,Hendon Hooker QB,,,,,,123.0,356.0,,,5
10,,,3.2,,,,10,Jalen Holston RB,,,,,,6.0,19.0,,,0
11,,,1.4,,,,3,James Mitchell TE,,,,,,5.0,7.0,,,4
12,,,3.0,,,,3,Damon Hazelton WR,,,,,,1.0,3.0,,,0
13,,,3.0,,,,3,Hezekiah Grimsley WR,,,,,,1.0,3.0,,,0
14,,,4.1,,,,57,Total,,,,,,565.0,2289.0,,,22
2,,,4.3,,,,54,Keshawn King RB,,,,,,79.0,340.0,,,2
3,,,4.8,,,,53,Quincy Patterson II QB,,,,,,50.0,241.0,,,2
4,,,9.6,,,,57,Tre Turner WR,,,,,,24.0,231.0,,,1
5,,,12.0,,,,49,Tayvion Robinson WR,,,,,,11.0,132.0,,,0
6,,,4.5,,,,18,Caleb Steward RB,,,,,,19.0,85.0,,,0
7,,,0.9,,,,13,Ryan Willis QB,,,,,,39.0,34.0,,,1
8,,,3.0,,,,7,Dalton Keene TE,,,,,,11.0,33.0,,,0
9,,,6.0,,,,16,Tahj Gary RB,,,,,,4.0,24.0,,,0
0,,16.3,,,,,61,Tre Turner WR,,,34.0,,553.0,,,,,4
1,,17.0,,,,,72,Damon Hazelton WR,,,31.0,,527.0,,,,,8
10,,50.0,,,,,50,Terius Wheatley RB,,,1.0,,50.0,,,,,0
11,,0.0,,,,,0,Hendon Hooker QB,,,0.0,,-4.0,,,,,0
12,,14.7,,,,,72,Total,,,185.0,,2718.0,,,,,24
2,,13.0,,,,,71,Tayvion Robinson WR,,,31.0,,404.0,,,,,1
3,,17.2,,,,,67,James Mitchell TE,,,21.0,,361.0,,,,,2
4,,11.4,,,,,27,Dalton Keene TE,,,21.0,,240.0,,,,,5
5,,17.0,,,,,55,Hezekiah Grimsley WR,,,10.0,,170.0,,,,,2
6,,17.1,,,,,64,Keshawn King RB,,,9.0,,154.0,,,,,0
7,,13.4,,,,,25,Kaleb Smith WR,,,9.0,,121.0,,,,,1
8,,12.0,,,,,20,Phil Patterson WR,,,6.0,,72.0,,,,,1
9,,6.4,,,,,19,Deshawn McClease RB,,,11.0,,70.0,,,,,0
