,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,5.8,,,236.0,58.1,5.0,75,Ryan Hilinski QB,406.0,2357.0,,113.4,,,,19.0,-128.0,11
1,6.0,,,16.0,57.1,0.0,25,Dakereon Joyner QB,28.0,168.0,,107.5,,,,3.0,-19.0,0
2,4.7,,,16.0,53.3,2.0,26,Jake Bentley QB,30.0,142.0,,90.8,,,,3.0,-19.0,1
3,0.0,,,0.0,0.0,0.0,0,Shi Smith WR,1.0,0.0,,0.0,,,,0.0,0.0,0
4,5.7,,,268.0,57.5,7.0,75,Total,466.0,2667.0,,111.1,,,,25.0,-166.0,12
0,,,5.4,,,,37,Tavien Feaster RB,,,,,,124.0,672.0,,,5
1,,,4.7,,,,35,Rico Dowdle RB,,,,,,106.0,498.0,,,4
10,,,5.0,,,,5,Josh Vann WR,,,,,,1.0,5.0,,,0
11,,,3.0,,,,3,Parker White PK,,,,,,1.0,3.0,,,0
12,,,-1.0,,,,0,OrTre Smith WR,,,,,,1.0,-1.0,,,0
13,,,-0.8,,,,9,Jake Bentley QB,,,,,,6.0,-5.0,,,0
14,,,-1.7000000000000002,,,,14,Ryan Hilinski QB,,,,,,33.0,-55.0,,,1
15,,,4.5,,,,75,Total,,,,,,396.0,1796.0,,,18
2,,,5.9,,,,57,Mon Denson RB,,,,,,39.0,232.0,,,3
3,,,8.5,,,,75,Kevin Harris RB,,,,,,21.0,179.0,,,4
4,,,5.0,,,,18,Deshaun Fenwick RB,,,,,,22.0,111.0,,,0
5,,,3.7,,,,41,Dakereon Joyner QB,,,,,,29.0,107.0,,,1
6,,,11.0,,,,15,Bryan Edwards WR,,,,,,2.0,22.0,,,0
7,,,3.5,,,,6,A.J. Turner RB,,,,,,4.0,14.0,,,0
8,,,10.0,,,,10,Joseph Charlton P,,,,,,1.0,10.0,,,0
9,,,2.7,,,,5,Shi Smith WR,,,,,,3.0,8.0,,,0
0,,11.5,,,,,75,Bryan Edwards WR,,,71.0,,816.0,,,,,6
1,,11.4,,,,,75,Shi Smith WR,,,43.0,,489.0,,,,,2
10,,19.3,,,,,29,Trey Adkins WR,,,3.0,,58.0,,,,,0
11,,14.0,,,,,20,Chad Terrell WR,,,4.0,,56.0,,,,,0
12,,7.7,,,,,13,Dakereon Joyner QB,,,6.0,,46.0,,,,,0
13,,8.7,,,,,11,Kevin Harris RB,,,3.0,,26.0,,,,,0
14,,11.0,,,,,11,Jay Urich QB,,,1.0,,11.0,,,,,0
15,,-7.0,,,,,0,Ryan Hilinski QB,,,2.0,,-14.0,,,,,0
16,,10.0,,,,,75,Total,,,268.0,,2667.0,,,,,12
2,,11.3,,,,,30,Kyle Markway TE,,,31.0,,349.0,,,,,2
3,,9.0,,,,,19,Josh Vann WR,,,19.0,,171.0,,,,,0
4,,7.6,,,,,26,Rico Dowdle RB,,,22.0,,167.0,,,,,0
5,,9.3,,,,,21,Nick Muse TE,,,17.0,,158.0,,,,,0
6,,9.8,,,,,21,Chavis Dawkins WR,,,10.0,,98.0,,,,,0
7,,5.1,,,,,14,Tavien Feaster RB,,,17.0,,87.0,,,,,0
8,,8.9,,,,,20,Xavier Legette WR,,,9.0,,80.0,,,,,1
9,,7.7,,,,,17,OrTre Smith WR,,,9.0,,69.0,,,,,1
