,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,8.3,,,189.0,59.2,7.0,72,Sean Clifford QB,319.0,2654.0,,148.5,,,,24.0,-124.0,23
1,4.7,,,28.0,59.6,2.0,44,Will Levis QB,47.0,223.0,,105.0,,,,8.0,-55.0,2
2,0.0,,,0.0,0.0,0.0,0,Ta'Quan Roberson QB,1.0,0.0,,0.0,,,,0.0,0.0,0
3,7.8,,,217.0,58.8,9.0,72,Total,369.0,2877.0,,141.8,,,,32.0,-179.0,25
0,,,6.9,,,,85,Journey Brown RB,,,,,,129.0,890.0,,,12
1,,,5.3,,,,27,Noah Cain RB,,,,,,84.0,443.0,,,8
10,,,-5.0,,,,0,Michael Shuster QB,,,,,,1.0,-5.0,,,0
11,,,4.8,,,,85,Total,,,,,,516.0,2478.0,,,34
2,,,3.5,,,,58,Sean Clifford QB,,,,,,116.0,402.0,,,5
3,,,5.7,,,,81,Devyn Ford RB,,,,,,52.0,294.0,,,3
4,,,4.6,,,,44,Ricky Slade RB,,,,,,47.0,214.0,,,2
5,,,4.2,,,,49,Will Levis QB,,,,,,51.0,213.0,,,3
6,,,7.3,,,,10,Nick Eury RB,,,,,,6.0,44.0,,,1
7,,,3.3,,,,16,KJ Hamler WR,,,,,,13.0,43.0,,,0
8,,,0.0,,,,4,Jahan Dotson WR,,,,,,2.0,0.0,,,0
9,,,-1.0,,,,0,Ta'Quan Roberson QB,,,,,,1.0,-1.0,,,0
0,,16.1,,,,,58,KJ Hamler WR,,,56.0,,904.0,,,,,8
1,,11.8,,,,,28,Pat Freiermuth TE,,,43.0,,507.0,,,,,7
10,,7.4,,,,,20,Noah Cain RB,,,7.0,,52.0,,,,,0
11,,6.0,,,,,15,Devyn Ford RB,,,5.0,,30.0,,,,,0
12,,9.0,,,,,11,Weston Carr WR,,,3.0,,27.0,,,,,0
13,,9.0,,,,,10,Zack Kuntz TE,,,2.0,,18.0,,,,,0
14,,15.0,,,,,15,Isaac Lutz WR,,,1.0,,15.0,,,,,0
15,,15.0,,,,,15,Mac Hippenhammer WR,,,1.0,,15.0,,,,,0
16,,10.0,,,,,10,Justin Weller WR,,,1.0,,10.0,,,,,0
17,,4.0,,,,,4,Brenton Strange TE,,,1.0,,4.0,,,,,1
18,,-5.0,,,,,-5,Des Holmes OL,,,1.0,,-5.0,,,,,0
19,,13.3,,,,,72,Total,,,217.0,,2877.0,,,,,25
2,,18.1,,,,,72,Jahan Dotson WR,,,27.0,,488.0,,,,,5
3,,21.4,,,,,55,Nick Bowers TE,,,10.0,,214.0,,,,,3
4,,11.4,,,,,18,Justin Shorter WR,,,12.0,,137.0,,,,,0
5,,8.9,,,,,37,Journey Brown RB,,,15.0,,134.0,,,,,1
6,,8.8,,,,,40,Ricky Slade RB,,,12.0,,105.0,,,,,0
7,,11.1,,,,,22,Daniel George WR,,,9.0,,100.0,,,,,0
8,,22.0,,,,,40,Dan Chisena WR,,,3.0,,66.0,,,,,0
9,,7.0,,,,,14,Cam Sullivan-Brown WR,,,8.0,,56.0,,,,,0
