,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,8.6,,,275.0,67.9,15.0,77,Jack Abraham QB,405.0,3496.0,,148.5,,,,21.0,-168.0,19
1,6.9,,,12.0,41.4,2.0,42,Tate Whatley QB,29.0,199.0,,85.2,,,,2.0,-15.0,0
2,30.0,,,2.0,100.0,0.0,51,Neil McLaurin WR,2.0,60.0,,517.0,,,,0.0,0.0,1
3,4.5,,,2.0,100.0,0.0,7,Zac Everett P,2.0,9.0,,137.8,,,,0.0,0.0,0
4,8.6,,,291.0,66.4,17.0,77,Total,438.0,3764.0,,145.9,,,,23.0,-183.0,20
0,,,5.3,,,,79,Kevin Perkins RB,,,,,,103.0,547.0,,,3
1,,,4.8,,,,60,De'Michael Harris WR,,,,,,113.0,541.0,,,5
10,,,10.0,,,,10,Zac Everett P,,,,,,1.0,10.0,,,0
11,,,3.0,,,,9,Chandler Rogers QB,,,,,,2.0,6.0,,,0
12,,,1.0,,,,1,Quez Watkins WR,,,,,,1.0,1.0,,,0
13,,,-2.0,,,,0,Tim Jones WR,,,,,,1.0,-2.0,,,0
14,,,-4.0,,,,0,Trace Clopton OL,,,,,,1.0,-4.0,,,0
15,,,-2.0,,,,0,-,,,,,,6.0,-12.0,,,0
16,,,3.5,,,,79,Total,,,,,,434.0,1527.0,,,17
2,,,3.1,,,,11,Steven Anderson RB,,,,,,62.0,195.0,,,3
3,,,1.0,,,,37,Jack Abraham QB,,,,,,81.0,77.0,,,6
4,,,5.1,,,,12,Trivenskey Mosley RB,,,,,,10.0,51.0,,,0
5,,,3.9,,,,15,Dee Baker RB,,,,,,11.0,43.0,,,0
6,,,1.3,,,,12,Darius Maberry RB,,,,,,18.0,24.0,,,0
7,,,1.5,,,,17,Tate Whatley QB,,,,,,13.0,19.0,,,0
8,,,2.3,,,,4,Jaylond Adams WR,,,,,,7.0,16.0,,,0
9,,,3.8,,,,8,Jordan Kempf RB,,,,,,4.0,15.0,,,0
0,,18.4,,,,,77,Quez Watkins WR,,,64.0,,1178.0,,,,,6
1,,12.4,,,,,68,Tim Jones WR,,,73.0,,902.0,,,,,3
10,,6.6,,,,,17,Trivenskey Mosley RB,,,5.0,,33.0,,,,,0
11,,9.0,,,,,9,Jack Abraham QB,,,1.0,,9.0,,,,,0
12,,4.0,,,,,9,Steven Anderson RB,,,2.0,,8.0,,,,,0
13,,7.0,,,,,7,D.Q. Thomas DB,,,1.0,,7.0,,,,,0
14,,2.0,,,,,2,Rachuan Mitchell DB,,,1.0,,2.0,,,,,0
15,,12.9,,,,,77,Total,,,291.0,,3764.0,,,,,20
2,,10.1,,,,,48,Jaylond Adams WR,,,48.0,,483.0,,,,,2
3,,16.3,,,,,65,Jordan Mitchell WR,,,23.0,,376.0,,,,,3
4,,10.2,,,,,74,De'Michael Harris WR,,,34.0,,346.0,,,,,3
5,,11.8,,,,,55,Neil McLaurin WR,,,17.0,,201.0,,,,,1
6,,10.0,,,,,20,Trevor Terry WR,,,9.0,,90.0,,,,,0
7,,6.6,,,,,14,Kevin Perkins RB,,,7.0,,46.0,,,,,0
8,,22.5,,,,,28,Cole Cavallo TE,,,2.0,,45.0,,,,,0
9,,9.5,,,,,15,Ray Ladner TE,,,4.0,,38.0,,,,,2
