,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,8.1,,,326.0,63.8,14.0,59,Cole McDonald QB,511.0,4135.0,,147.6,,,,19.0,-128.0,33
1,7.6,,,69.0,57.5,3.0,71,Chevan Cordeiro QB,120.0,907.0,,138.0,,,,7.0,-37.0,8
2,4.7,,,1.0,33.3,0.0,14,Justin Uahinui QB,3.0,14.0,,182.5,,,,1.0,-8.0,1
3,8.0,,,396.0,62.4,17.0,71,Total,635.0,5056.0,,145.7,,,,27.0,-173.0,42
0,,,5.2,,,,31,Miles Reed RB,,,,,,174.0,908.0,,,8
1,,,3.8,,,,76,Cole McDonald QB,,,,,,101.0,383.0,,,7
10,,,0.0,,,,0,Melquise Stovall WR,,,,,,1.0,0.0,,,0
11,,,-8.0,,,,0,Justin Uahinui QB,,,,,,1.0,-8.0,,,0
12,,,4.8,,,,76,Total,,,,,,421.0,2009.0,,,21
2,,,5.6,,,,32,Fred Holly III RB,,,,,,52.0,292.0,,,2
3,,,5.3,,,,26,Chevan Cordeiro QB,,,,,,40.0,212.0,,,3
4,,,5.0,,,,23,Hekili Keliiliki RB,,,,,,17.0,85.0,,,0
5,,,5.2,,,,17,Dayton Furuta RB,,,,,,13.0,67.0,,,1
6,,,24.5,,,,42,Lincoln Victor WR,,,,,,2.0,49.0,,,0
7,,,9.0,,,,29,Cedric Byrd II WR,,,,,,4.0,36.0,,,0
8,,,4.3,,,,7,Jason-Matthew Sharsh WR,,,,,,3.0,13.0,,,0
9,,,9.0,,,,9,Kana'i Picanco LB,,,,,,1.0,9.0,,,0
0,,17.4,,,,,71,JoJo Ward WR,,,65.0,,1134.0,,,,,11
1,,13.0,,,,,58,Jared Smart WR,,,87.0,,1129.0,,,,,5
10,,4.0,,,,,8,Dayton Furuta RB,,,6.0,,24.0,,,,,0
11,,19.0,,,,,19,Mekel Ealy WR,,,1.0,,19.0,,,,,0
12,,5.3,,,,,6,Miles Reed RB,,,3.0,,16.0,,,,,0
13,,3.5,,,,,10,Fred Holly III RB,,,2.0,,7.0,,,,,0
14,,6.0,,,,,6,John Johnson WR,,,1.0,,6.0,,,,,0
15,,12.8,,,,,71,Total,,,396.0,,5056.0,,,,,42
2,,11.2,,,,,46,Cedric Byrd II WR,,,98.0,,1097.0,,,,,10
3,,10.5,,,,,30,Jason-Matthew Sharsh WR,,,87.0,,913.0,,,,,5
4,,13.8,,,,,59,Melquise Stovall WR,,,18.0,,248.0,,,,,4
5,,33.8,,,,,50,Nick Mardner WR,,,5.0,,169.0,,,,,2
6,,30.0,,,,,57,Kumoku Noa WR,,,4.0,,120.0,,,,,1
7,,8.6,,,,,17,Lincoln Victor WR,,,10.0,,86.0,,,,,3
8,,10.4,,,,,18,James Phillips WR,,,5.0,,52.0,,,,,0
9,,9.0,,,,,14,Robert Funkhouser WR,,,4.0,,36.0,,,,,1
