,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,5.8,,,209.0,58.5,11.0,49,Quentin Harris QB,357.0,2078.0,,116.1,,,,28.0,-140.0,16
1,3.8,,,3.0,23.1,1.0,23,Chris Katrenick QB,13.0,49.0,,64.7,,,,0.0,0.0,1
2,25.0,,,1.0,100.0,0.0,25,Jalon Calhoun WR,1.0,25.0,,640.0,,,,0.0,0.0,1
3,0.0,,,0.0,0.0,1.0,0,Deon Jackson RB,1.0,0.0,,-200.0,,,,0.0,0.0,0
4,0.0,,,0.0,0.0,0.0,0,Jake Bobo WR,1.0,0.0,,0.0,,,,0.0,0.0,0
5,0.0,,,0.0,0.0,0.0,0,Austin Parker P,1.0,0.0,,0.0,,,,0.0,0.0,0
6,0.0,,,0.0,0.0,1.0,0,Aaron Young WR,2.0,0.0,,-100.0,,,,0.0,0.0,0
7,0.0,,,0.0,0.0,0.0,0,-,2.0,0.0,,0.0,,,,0.0,0.0,0
8,5.7,,,213.0,56.3,14.0,49,Total,378.0,2152.0,,112.5,,,,28.0,-140.0,18
0,,,3.7,,,,32,Deon Jackson RB,,,,,,172.0,641.0,,,6
1,,,3.2,,,,65,Quentin Harris QB,,,,,,160.0,510.0,,,7
10,,,0.5,,,,3,Jalon Calhoun WR,,,,,,4.0,2.0,,,0
11,,,-5.8,,,,0,-,,,,,,8.0,-46.0,,,0
12,,,3.6,,,,65,Total,,,,,,495.0,1804.0,,,16
2,,,4.8,,,,42,Mataeo Durant RB,,,,,,97.0,461.0,,,1
3,,,4.7,,,,16,Brittain Brown RB,,,,,,12.0,56.0,,,0
4,,,3.6,,,,11,Chris Katrenick QB,,,,,,13.0,47.0,,,1
5,,,15.0,,,,28,Austin Parker P,,,,,,3.0,45.0,,,0
6,,,2.8,,,,23,Jaylen Coleman RB,,,,,,15.0,42.0,,,0
7,,,6.7,,,,9,Eli Pancol WR,,,,,,3.0,20.0,,,1
8,,,3.0,,,,7,Elijah Deveaux RB,,,,,,6.0,18.0,,,0
9,,,4.0,,,,7,Jordan Waters RB,,,,,,2.0,8.0,,,0
0,,9.1,,,,,49,Jalon Calhoun WR,,,46.0,,420.0,,,,,4
1,,7.7,,,,,23,Noah Gray TE,,,51.0,,392.0,,,,,3
10,,6.5,,,,,10,Brittain Brown RB,,,2.0,,13.0,,,,,0
11,,7.0,,,,,7,Jake Marwede TE,,,1.0,,7.0,,,,,0
12,,10.1,,,,,49,Total,,,213.0,,2152.0,,,,,18
2,,12.7,,,,,29,Aaron Young WR,,,29.0,,367.0,,,,,3
3,,12.9,,,,,37,Scott Bracey WR,,,21.0,,270.0,,,,,2
4,,9.1,,,,,44,Deon Jackson RB,,,21.0,,192.0,,,,,2
5,,16.3,,,,,41,Darrell Harding Jr. WR,,,8.0,,130.0,,,,,0
6,,12.2,,,,,17,Jake Bobo WR,,,10.0,,122.0,,,,,0
7,,7.3,,,,,22,Mataeo Durant RB,,,16.0,,117.0,,,,,1
8,,15.2,,,,,39,Eli Pancol WR,,,6.0,,91.0,,,,,3
9,,15.5,,,,,26,Damond Philyaw-Johnson WR,,,2.0,,31.0,,,,,0
