,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,6.9,,,101.0,58.7,2.0,61,Kyle Vantrease QB,172.0,1193.0,,130.0,,,,2.0,-14.0,8
1,5.7,,,49.0,46.7,4.0,42,Matt Myers QB,105.0,602.0,,106.1,,,,6.0,-45.0,6
2,0.0,,,0.0,0.0,0.0,0,Trevor Bycznski QB,1.0,0.0,,0.0,,,,0.0,0.0,0
3,6.5,,,150.0,54.0,6.0,61,Total,278.0,1795.0,,120.5,,,,8.0,-59.0,14
0,,,5.8,,,,82,Jaret Patterson RB,,,,,,312.0,1799.0,,,19
1,,,4.6,,,,70,Kevin Marks RB,,,,,,227.0,1035.0,,,8
2,,,6.5,,,,21,Dylan McDuffie RB,,,,,,23.0,150.0,,,0
3,,,5.3,,,,25,Ron Cook Jr. RB,,,,,,18.0,96.0,,,1
4,,,3.1,,,,33,Matt Myers QB,,,,,,30.0,94.0,,,2
5,,,2.6,,,,16,Kyle Vantrease QB,,,,,,25.0,64.0,,,6
6,,,4.6,,,,13,Theo Anderson RB,,,,,,9.0,41.0,,,0
7,,,-1.5,,,,0,-,,,,,,15.0,-23.0,,,0
8,,,4.9,,,,82,Total,,,,,,659.0,3256.0,,,36
0,,14.0,,,,,42,Antonio Nunn WR,,,49.0,,687.0,,,,,6
1,,12.3,,,,,33,Daniel Lee WR,,,23.0,,284.0,,,,,1
10,,9.5,,,,,14,LeMaro Smith Jr. WR,,,2.0,,19.0,,,,,0
11,,16.0,,,,,16,Tito Overton WR,,,1.0,,16.0,,,,,0
12,,6.0,,,,,6,Julien Bourassa TE,,,1.0,,6.0,,,,,1
13,,5.0,,,,,5,Cole Burniston TE,,,1.0,,5.0,,,,,1
14,,12.0,,,,,61,Total,,,150.0,,1795.0,,,,,14
2,,11.2,,,,,40,Zac Lefebvre TE,,,21.0,,235.0,,,,,2
3,,16.1,,,,,61,Jaret Patterson RB,,,13.0,,209.0,,,,,1
4,,11.5,,,,,28,Carlton Todd WR,,,10.0,,115.0,,,,,0
5,,22.3,,,,,33,Marlyn Johnson WR,,,3.0,,67.0,,,,,0
6,,7.7,,,,,12,Dominic Johnson QB,,,6.0,,46.0,,,,,1
7,,3.4,,,,,10,Kevin Marks RB,,,12.0,,41.0,,,,,0
8,,8.0,,,,,23,Ron Cook Jr. RB,,,5.0,,40.0,,,,,0
9,,8.3,,,,,13,Dylan McDuffie RB,,,3.0,,25.0,,,,,1
