,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,6.6,,,289.0,61.6,9.0,96,Kenny Pickett QB,469.0,3098.0,,122.4,,,,29.0,-212.0,13
1,7.0,,,26.0,60.5,1.0,48,Nick Patti QB,43.0,301.0,,137.6,,,,0.0,0.0,3
2,3.0,,,1.0,100.0,0.0,3,Aaron Mathews WR,1.0,3.0,,455.2,,,,0.0,0.0,1
3,6.6,,,316.0,61.6,10.0,96,Total,513.0,3402.0,,124.3,,,,29.0,-212.0,17
0,,,4.2,,,,22,A.J. Davis RB,,,,,,127.0,530.0,,,4
1,,,5.1,,,,61,Vincent Davis RB,,,,,,61.0,314.0,,,5
10,,,-1.9,,,,0,-,,,,,,14.0,-27.0,,,0
11,,,3.5,,,,61,Total,,,,,,441.0,1544.0,,,11
2,,,5.0,,,,33,Todd Sibley Jr. RB,,,,,,50.0,249.0,,,0
3,,,3.7,,,,26,V'Lique Carter WR,,,,,,65.0,243.0,,,0
4,,,1.2,,,,30,Kenny Pickett QB,,,,,,95.0,110.0,,,2
5,,,6.4,,,,17,Shocky Jacques-Louis WR,,,,,,13.0,83.0,,,0
6,,,5.4,,,,10,Nick Patti QB,,,,,,5.0,27.0,,,0
7,,,2.4,,,,14,Maurice Ffrench WR,,,,,,9.0,22.0,,,0
8,,,-3.0,,,,0,Jared Wayne WR,,,,,,1.0,-3.0,,,0
9,,,-4.0,,,,0,Aaron Mathews WR,,,,,,1.0,-4.0,,,0
0,,8.9,,,,,96,Maurice Ffrench WR,,,96.0,,850.0,,,,,4
1,,11.7,,,,,48,Taysir Mack WR,,,63.0,,736.0,,,,,3
10,,10.8,,,,,27,Dontavius Butler-Jenkins WR,,,6.0,,65.0,,,,,1
11,,5.6,,,,,28,Vincent Davis RB,,,5.0,,28.0,,,,,0
12,,9.0,,,,,16,Todd Sibley Jr. RB,,,2.0,,18.0,,,,,0
13,,2.0,,,,,5,John Vardzel WR,,,3.0,,6.0,,,,,0
14,,3.0,,,,,3,Rashad Wheeler OL,,,1.0,,3.0,,,,,0
15,,3.0,,,,,3,Kenny Pickett QB,,,1.0,,3.0,,,,,1
16,,10.8,,,,,96,Total,,,316.0,,3402.0,,,,,17
2,,15.1,,,,,74,Shocky Jacques-Louis WR,,,23.0,,348.0,,,,,2
3,,11.7,,,,,59,A.J. Davis RB,,,23.0,,269.0,,,,,0
4,,14.5,,,,,31,Jared Wayne WR,,,18.0,,261.0,,,,,1
5,,16.9,,,,,43,Aaron Mathews WR,,,13.0,,220.0,,,,,1
6,,9.7,,,,,36,Nakia Griffin-Stewart TE,,,19.0,,185.0,,,,,1
7,,10.8,,,,,30,V'Lique Carter WR,,,17.0,,183.0,,,,,2
8,,7.7,,,,,19,Will Gragg TE,,,19.0,,146.0,,,,,0
9,,11.6,,,,,20,Tre Tipton WR,,,7.0,,81.0,,,,,1
