,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,10.3,,,220.0,73.1,4.0,83,Tyler Huntley QB,301.0,3092.0,,177.5,,,,24.0,-142.0,19
1,5.8,,,7.0,77.8,0.0,14,Drew Lisk QB,9.0,52.0,,126.3,,,,0.0,0.0,0
2,3.9,,,6.0,54.5,0.0,10,Jason Shelley QB,11.0,43.0,,117.4,,,,2.0,-12.0,1
3,9.9,,,233.0,72.6,4.0,83,Total,321.0,3187.0,,174.0,,,,26.0,-154.0,20
0,,,6.0,,,,91,Zack Moss RB,,,,,,235.0,1416.0,,,15
1,,,2.8,,,,26,Tyler Huntley QB,,,,,,104.0,290.0,,,5
10,,,1.6,,,,17,Jason Shelley QB,,,,,,19.0,31.0,,,1
11,,,7.3,,,,9,Britain Covey WR,,,,,,3.0,22.0,,,0
12,,,3.0,,,,4,Drew Lisk QB,,,,,,2.0,6.0,,,0
13,,,5.0,,,,5,Terrell Perriman WR,,,,,,1.0,5.0,,,0
14,,,1.0,,,,1,Solomon Enis WR,,,,,,1.0,1.0,,,0
15,,,-2.0,,,,0,Ben Lennon P,,,,,,1.0,-2.0,,,0
16,,,4.8,,,,91,Total,,,,,,591.0,2819.0,,,34
2,,,4.5,,,,30,Devin Brumfield RB,,,,,,59.0,263.0,,,2
3,,,4.0,,,,23,Jordan Wilmore RB,,,,,,49.0,194.0,,,1
4,,,5.5,,,,27,Devonta'e Henry-Cole RB,,,,,,34.0,188.0,,,2
5,,,6.2,,,,15,Jaylen Dixon WR,,,,,,18.0,111.0,,,2
6,,,17.0,,,,44,Brant Kuithe TE,,,,,,6.0,102.0,,,3
7,,,4.7,,,,12,Derrick Vickers WR,,,,,,20.0,94.0,,,1
8,,,3.0,,,,17,TJ Green RB,,,,,,23.0,68.0,,,1
9,,,5.4,,,,13,Demari Simpkins WR,,,,,,8.0,43.0,,,1
0,,17.7,,,,,69,Brant Kuithe TE,,,34.0,,602.0,,,,,6
1,,25.6,,,,,82,Bryan Thompson WR,,,18.0,,461.0,,,,,3
10,,4.6,,,,,13,Devin Brumfield RB,,,9.0,,41.0,,,,,0
11,,7.7,,,,,11,Devonta'e Henry-Cole RB,,,3.0,,23.0,,,,,1
12,,6.5,,,,,7,Jordan Wilmore RB,,,2.0,,13.0,,,,,0
13,,6.0,,,,,11,Hunter Thedford TE,,,2.0,,12.0,,,,,0
14,,10.0,,,,,10,Ali'i Niumatalolo TE,,,1.0,,10.0,,,,,0
15,,10.0,,,,,10,Donte Banton WR,,,1.0,,10.0,,,,,0
16,,4.5,,,,,7,Terrell Perriman WR,,,2.0,,9.0,,,,,0
17,,13.7,,,,,83,Total,,,233.0,,3187.0,,,,,20
2,,13.9,,,,,69,Zack Moss RB,,,28.0,,388.0,,,,,2
3,,11.0,,,,,54,Demari Simpkins WR,,,32.0,,352.0,,,,,2
4,,14.3,,,,,41,Jaylen Dixon WR,,,24.0,,343.0,,,,,1
5,,18.3,,,,,83,Samson Nacua WR,,,18.0,,330.0,,,,,4
6,,10.6,,,,,26,Derrick Vickers WR,,,19.0,,202.0,,,,,0
7,,11.3,,,,,41,Solomon Enis WR,,,14.0,,158.0,,,,,0
8,,9.8,,,,,16,Cole Fotheringham TE,,,16.0,,156.0,,,,,1
9,,7.7,,,,,21,Britain Covey WR,,,10.0,,77.0,,,,,0
