,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.5,,,257.0,62.1,9.0,68,Mason Fine QB,414.0,3088.0,,143.5,,,,26.0,-178.0,29
1,5.0,,,22.0,62.9,3.0,24,Jason Bean QB,35.0,176.0,,116.2,,,,0.0,0.0,3
2,27.2,,,4.0,80.0,0.0,74,Austin Aune QB,5.0,136.0,,374.5,,,,0.0,0.0,1
3,7.5,,,283.0,62.3,12.0,74,Total,454.0,3400.0,,143.9,,,,26.0,-178.0,33
0,,,5.6,,,,53,Tre Siggers RB,,,,,,152.0,853.0,,,6
1,,,5.2,,,,54,DeAndre Torrey RB,,,,,,73.0,380.0,,,2
10,,,4.1,,,,54,Total,,,,,,396.0,1623.0,,,11
2,,,4.4,,,,24,Loren Easly RB,,,,,,55.0,243.0,,,1
3,,,3.2,,,,12,Nic Smith RB,,,,,,33.0,107.0,,,0
4,,,5.7,,,,20,Jason Bean QB,,,,,,14.0,80.0,,,0
5,,,10.5,,,,25,Oscar Adaway III RB,,,,,,4.0,42.0,,,0
6,,,4.0,,,,7,Evan Johnson RB,,,,,,5.0,20.0,,,0
7,,,6.5,,,,8,Jaelon Darden WR,,,,,,2.0,13.0,,,0
8,,,-5.7,,,,0,-,,,,,,3.0,-17.0,,,0
9,,,-1.8,,,,14,Mason Fine QB,,,,,,55.0,-98.0,,,2
0,,9.7,,,,,68,Jaelon Darden WR,,,76.0,,736.0,,,,,12
1,,13.8,,,,,74,Michael Lawrence WR,,,48.0,,661.0,,,,,3
10,,14.7,,,,,25,Austin Ogunmakin WR,,,6.0,,88.0,,,,,0
11,,10.0,,,,,23,Deion Hair-Griffin WR,,,7.0,,70.0,,,,,0
12,,5.5,,,,,11,Tre Siggers RB,,,11.0,,60.0,,,,,0
13,,41.0,,,,,41,Cole McCrary TE,,,1.0,,41.0,,,,,0
14,,13.0,,,,,24,Loren Easly RB,,,2.0,,26.0,,,,,0
15,,9.5,,,,,11,Roderic Burns WR,,,2.0,,19.0,,,,,0
16,,12.0,,,,,12,Kyleb Howell TE,,,1.0,,12.0,,,,,0
17,,4.0,,,,,4,Nick Harvey DB,,,1.0,,4.0,,,,,0
18,,12.0,,,,,74,Total,,,283.0,,3400.0,,,,,33
2,,19.7,,,,,57,Jyaire Shorter WR,,,24.0,,473.0,,,,,9
3,,13.3,,,,,49,Greg White WR,,,20.0,,265.0,,,,,0
4,,15.5,,,,,56,Jason Pirtle TE,,,17.0,,263.0,,,,,5
5,,13.3,,,,,33,Deonte Simpson WR,,,18.0,,240.0,,,,,2
6,,30.0,,,,,57,Rico Bussey Jr. WR,,,5.0,,150.0,,,,,1
7,,7.1,,,,,16,Nic Smith RB,,,15.0,,107.0,,,,,0
8,,6.0,,,,,30,DeAndre Torrey RB,,,16.0,,96.0,,,,,1
9,,6.8,,,,,10,Kelvin Smith TE,,,13.0,,89.0,,,,,0
