,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.5,,,216.0,59.7,12.0,94,Dorian Thompson-Robinson QB,362.0,2701.0,,134.9,,,,34.0,-302.0,21
1,5.7,,,44.0,68.8,0.0,30,Austin Burton QB,64.0,365.0,,121.8,,,,3.0,-14.0,1
2,7.2,,,260.0,61.0,12.0,94,Total,426.0,3066.0,,132.9,,,,37.0,-316.0,22
0,,,4.6,,,,54,Joshua Kelley RB,,,,,,229.0,1060.0,,,12
1,,,3.8,,,,75,Demetric Felton RB,,,,,,86.0,331.0,,,1
2,,,1.7000000000000002,,,,39,Dorian Thompson-Robinson QB,,,,,,118.0,198.0,,,4
3,,,4.3,,,,16,Austin Burton QB,,,,,,23.0,100.0,,,1
4,,,4.8,,,,23,Kazmeir Allen RB,,,,,,13.0,63.0,,,0
5,,,3.4,,,,9,Martell Irby RB,,,,,,10.0,34.0,,,0
6,,,8.3,,,,15,Cole Kinder RB,,,,,,4.0,33.0,,,0
7,,,7.0,,,,7,Kyle Philips WR,,,,,,1.0,7.0,,,0
8,,,3.7,,,,75,Total,,,,,,490.0,1802.0,,,18
0,,11.4,,,,,39,Kyle Philips WR,,,60.0,,681.0,,,,,5
1,,14.6,,,,,53,Devin Asiasi TE,,,44.0,,641.0,,,,,4
10,,13.0,,,,,18,Mike Martinez TE,,,3.0,,39.0,,,,,0
11,,7.3,,,,,24,Kazmeir Allen RB,,,4.0,,29.0,,,,,0
12,,5.0,,,,,5,Delon Hurt WR,,,1.0,,5.0,,,,,0
13,,2.0,,,,,2,Matt Lynch TE,,,1.0,,2.0,,,,,1
14,,11.8,,,,,94,Total,,,260.0,,3066.0,,,,,22
2,,10.8,,,,,94,Demetric Felton RB,,,55.0,,594.0,,,,,4
3,,14.0,,,,,61,Chase Cota WR,,,25.0,,350.0,,,,,3
4,,10.6,,,,,39,Jaylen Erwin WR,,,32.0,,339.0,,,,,2
5,,13.1,,,,,31,Greg Dulcich TE,,,8.0,,105.0,,,,,1
6,,22.5,,,,,45,Ethan Fernea WR,,,4.0,,90.0,,,,,1
7,,10.3,,,,,21,Jordan Wilson TE,,,7.0,,72.0,,,,,0
8,,6.5,,,,,14,Joshua Kelley RB,,,11.0,,71.0,,,,,1
9,,9.6,,,,,12,Martell Irby RB,,,5.0,,48.0,,,,,0
