,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,5.9,,,275.0,62.9,15.0,53,Josh Adkins QB,437.0,2588.0,,116.4,,,,31.0,-202.0,14
1,2.7,,,2.0,33.3,0.0,9,Matt Romero QB,6.0,16.0,,55.7,,,,0.0,0.0,0
2,2.3,,,1.0,33.3,0.0,7,Tony Nicholson WR,3.0,7.0,,162.9,,,,0.0,0.0,1
3,5.9,,,278.0,62.3,15.0,53,Total,446.0,2611.0,,115.9,,,,31.0,-202.0,15
0,,,7.1,,,,57,Jason Huntley RB,,,,,,154.0,1090.0,,,9
1,,,4.9,,,,53,Christian Gibson RB,,,,,,99.0,489.0,,,3
10,,,4.5,,,,57,Total,,,,,,386.0,1722.0,,,16
2,,,7.3,,,,22,Josh Foley RB,,,,,,7.0,51.0,,,0
3,,,0.4,,,,21,Josh Adkins QB,,,,,,106.0,41.0,,,4
4,,,4.1,,,,8,Naveon Mitchell RB,,,,,,7.0,29.0,,,0
5,,,11.0,,,,13,Drew Dan WR,,,,,,2.0,22.0,,,0
6,,,4.7,,,,10,Matt Romero QB,,,,,,3.0,14.0,,,0
7,,,3.3,,,,6,Eli Anderson RB,,,,,,3.0,10.0,,,0
8,,,1.7000000000000002,,,,6,Tony Nicholson WR,,,,,,3.0,5.0,,,0
9,,,-11.0,,,,0,Payton Theisler P,,,,,,1.0,-11.0,,,0
0,,10.7,,,,,44,Tony Nicholson WR,,,60.0,,644.0,,,,,6
1,,7.9,,,,,20,OJ Clark WR,,,58.0,,457.0,,,,,1
10,,9.8,,,,,17,Drew Dan WR,,,5.0,,49.0,,,,,0
11,,7.0,,,,,11,Tevis Abraham WR,,,5.0,,35.0,,,,,0
12,,4.3,,,,,9,Terrell Warner WR,,,6.0,,26.0,,,,,0
13,,8.0,,,,,9,Eli Anderson RB,,,2.0,,16.0,,,,,0
14,,9.0,,,,,9,Shea Holebrook Jr. WR,,,1.0,,9.0,,,,,0
15,,3.0,,,,,7,Josh Adkins QB,,,2.0,,6.0,,,,,1
16,,9.4,,,,,53,Total,,,278.0,,2611.0,,,,,15
2,,10.6,,,,,41,Izaiah Lottie WR,,,27.0,,287.0,,,,,0
3,,15.2,,,,,53,Naveon Mitchell RB,,,18.0,,274.0,,,,,1
4,,12.0,,,,,35,Robert Downs III WR,,,22.0,,265.0,,,,,2
5,,4.8,,,,,18,Jason Huntley RB,,,40.0,,192.0,,,,,2
6,,19.9,,,,,35,Jared Wyatt WR,,,7.0,,139.0,,,,,1
7,,10.2,,,,,32,Caleb Mills WR,,,9.0,,92.0,,,,,0
8,,11.0,,,,,24,Andre Bodison WR,,,6.0,,66.0,,,,,1
9,,5.4,,,,,19,Christian Gibson RB,,,10.0,,54.0,,,,,0
