,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.4,,,234.0,60.8,5.0,60,Jake Fromm QB,385.0,2860.0,,141.2,,,,15.0,-96.0,24
1,9.6,,,20.0,74.1,1.0,28,Stetson Bennett QB,27.0,260.0,,172.0,,,,0.0,0.0,2
2,1.0,,,1.0,50.0,0.0,2,Nathan Priestley QB,2.0,2.0,,58.4,,,,0.0,0.0,0
3,0.0,,,0.0,0.0,0.0,0,-,1.0,0.0,,0.0,,,,0.0,0.0,0
4,7.5,,,255.0,61.4,6.0,60,Total,415.0,3122.0,,142.4,,,,15.0,-96.0,26
0,,,6.2,,,,47,D'Andre Swift RB,,,,,,196.0,1218.0,,,7
1,,,4.8,,,,40,Brian Herrien RB,,,,,,103.0,490.0,,,6
10,,,6.0,,,,6,Jake Camarda PK,,,,,,1.0,6.0,,,0
11,,,5.0,,,,5,Prather Hudson RB,,,,,,1.0,5.0,,,0
12,,,-1.0,,,,0,Nathan Priestley QB,,,,,,1.0,-1.0,,,0
13,,,-6.0,,,,0,Matt Landers WR,,,,,,1.0,-6.0,,,0
14,,,-0.30000000000000004,,,,15,Jake Fromm QB,,,,,,38.0,-12.0,,,0
15,,,-3.0,,,,0,-,,,,,,20.0,-61.0,,,0
16,,,4.9,,,,62,Total,,,,,,525.0,2591.0,,,21
2,,,5.2,,,,29,Zamir White RB,,,,,,78.0,408.0,,,3
3,,,6.1,,,,37,James Cook RB,,,,,,31.0,188.0,,,2
4,,,7.0,,,,62,Kenny McIntosh RB,,,,,,25.0,174.0,,,2
5,,,7.4,,,,17,Tyler Simmons WR,,,,,,12.0,89.0,,,0
6,,,8.7,,,,16,Demetris Robertson WR,,,,,,6.0,52.0,,,0
7,,,3.2,,,,7,Sevaughn Clark RB,,,,,,6.0,19.0,,,0
8,,,3.0,,,,14,Stetson Bennett QB,,,,,,4.0,12.0,,,1
9,,,5.0,,,,9,Kearis Jackson WR,,,,,,2.0,10.0,,,0
0,,14.8,,,,,46,George Pickens WR,,,49.0,,727.0,,,,,8
1,,14.4,,,,,52,Lawrence Cager WR,,,33.0,,476.0,,,,,4
10,,15.8,,,,,32,Kearis Jackson WR,,,5.0,,79.0,,,,,0
11,,8.7,,,,,20,Charlie Woerner TE,,,9.0,,78.0,,,,,1
12,,22.0,,,,,22,John FitzPatrick TE,,,1.0,,22.0,,,,,0
13,,10.0,,,,,11,Jaylen Johnson WR,,,2.0,,20.0,,,,,0
14,,10.0,,,,,15,Zamir White RB,,,2.0,,20.0,,,,,0
15,,14.0,,,,,14,Prather Hudson RB,,,1.0,,14.0,,,,,0
16,,7.0,,,,,12,Willie Erdman WR,,,2.0,,14.0,,,,,0
17,,13.0,,,,,13,Trey Blount WR,,,1.0,,13.0,,,,,0
18,,3.0,,,,,3,Kenny McIntosh RB,,,1.0,,3.0,,,,,0
19,,1.0,,,,,1,Tommy Bush WR,,,1.0,,1.0,,,,,0
2,,11.1,,,,,33,Demetris Robertson WR,,,30.0,,333.0,,,,,3
20,,12.2,,,,,60,Total,,,255.0,,3122.0,,,,,26
3,,17.2,,,,,60,Dominick Blaylock WR,,,18.0,,310.0,,,,,5
4,,12.1,,,,,27,Tyler Simmons WR,,,21.0,,255.0,,,,,1
5,,9.0,,,,,48,D'Andre Swift RB,,,24.0,,216.0,,,,,1
6,,14.9,,,,,47,Eli Wolf TE,,,13.0,,194.0,,,,,1
7,,8.3,,,,,19,James Cook RB,,,16.0,,132.0,,,,,0
8,,6.9,,,,,18,Brian Herrien RB,,,16.0,,110.0,,,,,1
9,,10.5,,,,,26,Matt Landers WR,,,10.0,,105.0,,,,,1
