,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,6.8,,,167.0,54.2,9.0,75,Kenyon Oblad QB,308.0,2081.0,,124.4,,,,18.0,-110.0,18
1,5.0,,,41.0,51.9,3.0,54,Armani Rogers QB,79.0,393.0,,94.4,,,,11.0,-59.0,2
2,0.0,,,0.0,0.0,0.0,0,- Team -,1.0,0.0,,0.0,,,,0.0,0.0,0
3,6.4,,,208.0,53.6,12.0,75,Total,388.0,2474.0,,118.0,,,,29.0,-169.0,20
0,,,5.9,,,,80,Charles Williams RB,,,,,,212.0,1257.0,,,11
1,,,5.3,,,,26,Chad Magyar RB,,,,,,69.0,369.0,,,1
10,,,0.0,,,,0,Kyle Beaudry LB,,,,,,1.0,0.0,,,0
11,,,-5.0,,,,0,Jacob Gasser WR,,,,,,1.0,-5.0,,,0
12,,,-1.6,,,,0,- Team -,,,,,,5.0,-8.0,,,0
13,,,-1.0,,,,12,Kenyon Oblad QB,,,,,,45.0,-43.0,,,1
14,,,4.6,,,,80,Total,,,,,,443.0,2018.0,,,17
2,,,4.1,,,,66,Armani Rogers QB,,,,,,50.0,204.0,,,2
3,,,3.2,,,,15,Darran Williams RB,,,,,,25.0,79.0,,,1
4,,,5.6,,,,23,Tyleek Collins WR,,,,,,14.0,78.0,,,0
5,,,4.7,,,,16,Courtney Reese RB,,,,,,11.0,52.0,,,1
6,,,3.7,,,,8,Tyree Jackson RB,,,,,,6.0,22.0,,,0
7,,,7.0,,,,7,Steve Jenkins WR,,,,,,1.0,7.0,,,0
8,,,4.0,,,,4,Noah Bean TE,,,,,,1.0,4.0,,,0
9,,,1.0,,,,3,Jamaal Neal TE,,,,,,2.0,2.0,,,0
0,,15.8,,,,,63,Randal Grimes WR,,,44.0,,696.0,,,,,7
1,,16.8,,,,,75,Steve Jenkins WR,,,23.0,,386.0,,,,,2
10,,7.0,,,,,8,Patrick Ballard WR,,,3.0,,21.0,,,,,0
11,,8.0,,,,,14,Jamaal Neal TE,,,2.0,,16.0,,,,,0
12,,4.7,,,,,7,Courtney Reese RB,,,3.0,,14.0,,,,,0
13,,5.5,,,,,7,Darran Williams RB,,,2.0,,11.0,,,,,0
14,,6.0,,,,,6,Christian Minor DB,,,1.0,,6.0,,,,,0
15,,6.0,,,,,6,Andre Collins Jr. WR,,,1.0,,6.0,,,,,0
16,,3.0,,,,,7,Shelton Zeon III TE,,,2.0,,6.0,,,,,1
17,,-0.5,,,,,4,Tyree Jackson RB,,,2.0,,-1.0,,,,,0
18,,11.9,,,,,75,Total,,,208.0,,2474.0,,,,,20
2,,15.3,,,,,60,Noah Bean TE,,,22.0,,336.0,,,,,2
3,,13.4,,,,,54,Giovanni Fauolo Sr. TE,,,22.0,,295.0,,,,,2
4,,13.1,,,,,31,Darren Woods Jr. WR,,,21.0,,276.0,,,,,3
5,,9.2,,,,,32,Mekhi Stevenson WR,,,20.0,,184.0,,,,,3
6,,5.3,,,,,28,Tyleek Collins WR,,,15.0,,79.0,,,,,0
7,,5.5,,,,,18,Jacob Gasser WR,,,10.0,,55.0,,,,,0
8,,7.7,,,,,19,Charles Williams RB,,,7.0,,54.0,,,,,0
9,,4.3,,,,,9,Chad Magyar RB,,,8.0,,34.0,,,,,0
