,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,8.2,,,293.0,60.9,8.0,80,Josh Love QB,481.0,3923.0,,141.2,,,,14.0,-107.0,22
1,7.8,,,12.0,70.6,0.0,30,Nick Nash QB,17.0,133.0,,175.1,,,,0.0,0.0,2
2,8.1,,,305.0,61.2,8.0,80,Total,498.0,4056.0,,142.4,,,,14.0,-107.0,24
0,,,4.5,,,,29,DeJon Packer RB,,,,,,125.0,567.0,,,11
1,,,6.4,,,,49,Nick Nash QB,,,,,,40.0,255.0,,,3
2,,,4.3,,,,19,Kairee Robinson RB,,,,,,40.0,174.0,,,0
3,,,3.5,,,,23,Tyler Nevens RB,,,,,,42.0,145.0,,,1
4,,,3.5,,,,9,Isaiah Holiness WR,,,,,,11.0,38.0,,,0
5,,,4.6,,,,13,Isaiah Hamilton WR,,,,,,7.0,32.0,,,0
6,,,4.0,,,,4,Jack Snyder OT,,,,,,1.0,4.0,,,1
7,,,-10.0,,,,0,Sitaleki Nunn WR,,,,,,1.0,-10.0,,,0
8,,,-3.5,,,,15,Josh Love QB,,,,,,25.0,-88.0,,,3
9,,,3.5,,,,49,Total,,,,,,307.0,1073.0,,,19
0,,14.7,,,,,50,Tre Walker WR,,,79.0,,1161.0,,,,,2
1,,15.6,,,,,80,Bailey Gaither WR,,,52.0,,812.0,,,,,6
10,,12.5,,,,,23,Jermaine Braddock WR,,,6.0,,75.0,,,,,2
11,,7.3,,,,,18,Kairee Robinson RB,,,7.0,,51.0,,,,,2
12,,5.0,,,,,7,Tyler Nevens RB,,,3.0,,15.0,,,,,0
13,,4.0,,,,,4,Nick Nash QB,,,1.0,,4.0,,,,,0
14,,13.3,,,,,80,Total,,,305.0,,4056.0,,,,,24
2,,16.7,,,,,80,Isaiah Hamilton WR,,,43.0,,718.0,,,,,4
3,,10.0,,,,,69,DeJon Packer RB,,,27.0,,270.0,,,,,1
4,,11.5,,,,,26,Brett Foley TE,,,17.0,,195.0,,,,,1
5,,12.2,,,,,24,JaQuan Blackwell WR,,,15.0,,183.0,,,,,1
6,,9.4,,,,,26,Derrick Deese Jr. TE,,,19.0,,179.0,,,,,2
7,,9.7,,,,,35,Isaiah Holiness WR,,,15.0,,145.0,,,,,1
8,,8.7,,,,,40,Billy Humphreys TE,,,15.0,,130.0,,,,,1
9,,19.7,,,,,46,Andre Crump WR,,,6.0,,118.0,,,,,1
