,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.6,,,181.0,62.0,6.0,74,Kelly Bryant QB,292.0,2215.0,,138.6,,,,21.0,-138.0,15
1,4.8,,,29.0,46.8,2.0,37,Taylor Powell QB,62.0,297.0,,85.9,,,,4.0,-25.0,1
2,6.9,,,15.0,71.4,0.0,17,Connor Bazelak QB,21.0,144.0,,129.0,,,,2.0,-7.0,0
3,15.0,,,1.0,100.0,0.0,15,Micah Wilson WR,1.0,15.0,,556.0,,,,0.0,0.0,1
4,7.1,,,226.0,60.1,8.0,74,Total,376.0,2671.0,,130.4,,,,27.0,-170.0,17
0,,,4.5,,,,41,Larry Rountree III RB,,,,,,186.0,829.0,,,9
1,,,4.2,,,,49,Tyler Badie RB,,,,,,108.0,457.0,,,3
10,,,-0.5,,,,13,Taylor Powell QB,,,,,,6.0,-3.0,,,0
11,,,3.8,,,,54,Total,,,,,,476.0,1820.0,,,14
2,,,2.3,,,,26,Kelly Bryant QB,,,,,,106.0,242.0,,,1
3,,,5.7,,,,54,Dawson Downing RB,,,,,,40.0,227.0,,,1
4,,,4.6,,,,16,Simi Bakare RB,,,,,,8.0,37.0,,,0
5,,,3.2,,,,5,Anthony Watkins RB,,,,,,6.0,19.0,,,0
6,,,13.0,,,,13,Johnathon Johnson WR,,,,,,1.0,13.0,,,0
7,,,4.0,,,,4,Jonathan Nance WR,,,,,,1.0,4.0,,,0
8,,,0.30000000000000004,,,,7,Connor Bazelak QB,,,,,,7.0,2.0,,,0
9,,,2.0,,,,2,Jamal Brooks LB,,,,,,1.0,2.0,,,0
0,,14.8,,,,,64,Jonathan Nance WR,,,31.0,,458.0,,,,,4
1,,11.1,,,,,74,Tyler Badie RB,,,32.0,,356.0,,,,,5
10,,24.0,,,,,37,Tauskie Dove WR,,,2.0,,48.0,,,,,0
11,,10.0,,,,,16,Niko Hea TE,,,3.0,,30.0,,,,,0
12,,3.4,,,,,7,Dawson Downing RB,,,8.0,,27.0,,,,,0
13,,11.8,,,,,74,Total,,,226.0,,2671.0,,,,,17
2,,19.3,,,,,55,Kam Scott WR,,,17.0,,328.0,,,,,0
3,,16.2,,,,,54,Jalen Knox WR,,,19.0,,307.0,,,,,1
4,,11.8,,,,,36,Albert Okwuegbunam TE,,,26.0,,306.0,,,,,6
5,,10.1,,,,,29,Johnathon Johnson WR,,,29.0,,294.0,,,,,0
6,,9.1,,,,,23,Barrett Banister WR,,,27.0,,246.0,,,,,1
7,,9.3,,,,,21,Daniel Parker Jr. TE,,,15.0,,140.0,,,,,0
8,,5.4,,,,,10,Larry Rountree III RB,,,13.0,,70.0,,,,,0
9,,15.3,,,,,26,Dominic Gicinto WR,,,4.0,,61.0,,,,,0
