,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.7,,,260.0,64.2,8.0,57,Jacob Eason QB,405.0,3132.0,,143.9,,,,21.0,-147.0,23
1,6.3,,,2.0,66.7,0.0,21,Jacob Sirmon QB,3.0,19.0,,119.9,,,,1.0,-6.0,0
2,13.0,,,1.0,100.0,0.0,13,Richard Newton RB,1.0,13.0,,539.2,,,,0.0,0.0,1
3,0.0,,,0.0,0.0,0.0,0,-,1.0,0.0,,0.0,,,,0.0,0.0,0
4,0.0,,,0.0,0.0,0.0,0,Aaron Fuller WR,1.0,0.0,,0.0,,,,0.0,0.0,0
5,7.7,,,263.0,64.0,8.0,57,Total,411.0,3164.0,,144.0,,,,22.0,-153.0,24
0,,,5.4,,,,89,Salvon Ahmed RB,,,,,,188.0,1020.0,,,11
1,,,4.3,,,,23,Richard Newton RB,,,,,,117.0,498.0,,,10
10,,,-2.0,,,,4,Hunter Bryant TE,,,,,,2.0,-4.0,,,0
11,,,-2.5,,,,1,Jacob Sirmon QB,,,,,,2.0,-5.0,,,0
12,,,-2.6,,,,0,-,,,,,,16.0,-42.0,,,0
13,,,-1.5,,,,19,Jacob Eason QB,,,,,,46.0,-69.0,,,1
14,,,4.2,,,,89,Total,,,,,,461.0,1922.0,,,24
2,,,6.2,,,,44,Sean McGrew RB,,,,,,55.0,342.0,,,1
3,,,5.9,,,,19,Chico McClatcher WR,,,,,,9.0,53.0,,,0
4,,,21.5,,,,34,Malik Braxton RB,,,,,,2.0,43.0,,,0
5,,,2.2,,,,9,Kamari Pleasant RB,,,,,,16.0,35.0,,,0
6,,,8.8,,,,12,Andre Baccellia WR,,,,,,4.0,35.0,,,1
7,,,9.0,,,,9,Terrell Bynum WR,,,,,,1.0,9.0,,,0
8,,,3.0,,,,7,Cameron Davis RB,,,,,,2.0,6.0,,,0
9,,,1.0,,,,1,Race Porter P,,,,,,1.0,1.0,,,0
0,,15.9,,,,,50,Hunter Bryant TE,,,52.0,,825.0,,,,,3
1,,11.9,,,,,37,Aaron Fuller WR,,,59.0,,702.0,,,,,6
10,,3.8,,,,,12,Sean McGrew RB,,,10.0,,38.0,,,,,0
11,,13.0,,,,,18,Kamari Pleasant RB,,,2.0,,26.0,,,,,0
12,,8.0,,,,,17,Richard Newton RB,,,2.0,,16.0,,,,,1
13,,3.0,,,,,4,Jack Westover TE,,,3.0,,9.0,,,,,1
14,,0.0,,,,,5,Jacob Eason QB,,,0.0,,5.0,,,,,0
15,,-2.0,,,,,-2,Austin Osborne WR,,,1.0,,-2.0,,,,,0
16,,12.0,,,,,57,Total,,,263.0,,3164.0,,,,,24
2,,11.9,,,,,57,Terrell Bynum WR,,,31.0,,368.0,,,,,2
3,,10.8,,,,,36,Cade Otton TE,,,32.0,,344.0,,,,,2
4,,10.8,,,,,50,Andre Baccellia WR,,,29.0,,314.0,,,,,4
5,,24.0,,,,,49,Puka Nacua WR,,,7.0,,168.0,,,,,2
6,,7.8,,,,,20,Chico McClatcher WR,,,13.0,,102.0,,,,,1
7,,32.7,,,,,48,Jordan Chin WR,,,3.0,,98.0,,,,,2
8,,5.3,,,,,23,Salvon Ahmed RB,,,16.0,,84.0,,,,,0
9,,22.3,,,,,26,Marquis Spiker WR,,,3.0,,67.0,,,,,0
