,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,9.3,,,250.0,67.6,8.0,87,Trevor Lawrence QB,370.0,3431.0,,173.2,,,,15.0,-120.0,36
1,6.8,,,50.0,58.8,1.0,57,Chase Brice QB,85.0,581.0,,129.4,,,,1.0,-11.0,4
2,4.7,,,6.0,50.0,1.0,20,Taisun Phommachanh QB,12.0,56.0,,72.5,,,,0.0,0.0,0
3,23.0,,,1.0,100.0,0.0,23,Travis Etienne RB,1.0,23.0,,293.2,,,,0.0,0.0,0
4,0.0,,,0.0,0.0,0.0,0,Amari Rodgers WR,1.0,0.0,,0.0,,,,0.0,0.0,0
5,0.0,,,1.0,100.0,0.0,0,Ben Batson QB,1.0,0.0,,100.0,,,,0.0,0.0,0
6,0.0,,,0.0,0.0,0.0,0,- Team -,2.0,0.0,,0.0,,,,0.0,0.0,0
7,8.7,,,308.0,65.3,10.0,87,Total,472.0,4091.0,,161.8,,,,16.0,-131.0,40
0,,,8.0,,,,90,Travis Etienne RB,,,,,,192.0,1536.0,,,18
1,,,6.2,,,,32,Lyn-J Dixon RB,,,,,,103.0,636.0,,,6
10,,,6.0,,,,9,Patrick McClure QB,,,,,,2.0,12.0,,,0
11,,,2.5,,,,8,Will Swinney WR,,,,,,2.0,5.0,,,0
12,,,3.0,,,,3,Ty Lucas RB,,,,,,1.0,3.0,,,0
13,,,1.0,,,,1,John Simpson OL,,,,,,1.0,1.0,,,1
14,,,1.0,,,,1,Xavier Thomas DE,,,,,,1.0,1.0,,,0
15,,,0.0,,,,0,Sylvester Mayers RB,,,,,,1.0,0.0,,,0
16,,,-21.0,,,,0,Will Spiers P,,,,,,1.0,-21.0,,,0
17,,,-3.1,,,,0,- Team -,,,,,,7.0,-22.0,,,0
18,,,6.4,,,,90,Total,,,,,,538.0,3446.0,,,42
2,,,5.5,,,,67,Trevor Lawrence QB,,,,,,93.0,514.0,,,8
3,,,6.3,,,,57,Chez Mellusi RB,,,,,,44.0,276.0,,,3
4,,,4.7,,,,24,Michel Dukes RB,,,,,,32.0,150.0,,,2
5,,,5.2,,,,24,Darien Rencher RB,,,,,,26.0,135.0,,,2
6,,,6.7,,,,18,Chase Brice QB,,,,,,14.0,94.0,,,1
7,,,4.7,,,,12,Taisun Phommachanh QB,,,,,,12.0,56.0,,,0
8,,,25.0,,,,29,Amari Rodgers WR,,,,,,2.0,50.0,,,1
9,,,5.0,,,,6,Ben Batson QB,,,,,,4.0,20.0,,,0
0,,19.9,,,,,65,Tee Higgins WR,,,56.0,,1115.0,,,,,13
1,,12.9,,,,,59,Justyn Ross WR,,,61.0,,789.0,,,,,8
10,,10.0,,,,,15,T.J. Chase WR,,,7.0,,70.0,,,,,0
11,,4.6,,,,,10,J.C. Chalk TE,,,13.0,,60.0,,,,,0
12,,10.6,,,,,15,Davis Allen TE,,,5.0,,53.0,,,,,0
13,,10.3,,,,,19,Luke Price TE,,,4.0,,41.0,,,,,0
14,,6.5,,,,,12,Darien Rencher RB,,,4.0,,26.0,,,,,0
15,,20.0,,,,,20,Jaelyn Lay TE,,,1.0,,20.0,,,,,0
16,,5.3,,,,,8,Brannon Spector WR,,,3.0,,16.0,,,,,0
17,,5.5,,,,,11,Drew Swinney WR,,,2.0,,11.0,,,,,0
18,,8.0,,,,,8,Carter Groomes WR,,,1.0,,8.0,,,,,0
19,,8.0,,,,,8,Will Brown WR,,,1.0,,8.0,,,,,0
2,,14.9,,,,,87,Amari Rodgers WR,,,28.0,,418.0,,,,,4
20,,5.0,,,,,5,J.L. Banks TE,,,1.0,,5.0,,,,,0
21,,13.3,,,,,87,Total,,,308.0,,4091.0,,,,,40
3,,12.4,,,,,53,Travis Etienne RB,,,32.0,,396.0,,,,,4
4,,16.0,,,,,63,Diondre Overton WR,,,22.0,,352.0,,,,,3
5,,14.1,,,,,37,Joe Ngata WR,,,17.0,,240.0,,,,,3
6,,14.2,,,,,57,Frank Ladson Jr. WR,,,9.0,,128.0,,,,,3
7,,8.1,,,,,26,Cornell Powell WR,,,15.0,,122.0,,,,,2
8,,9.2,,,,,55,Lyn-J Dixon RB,,,13.0,,119.0,,,,,0
9,,7.8,,,,,30,Will Swinney WR,,,12.0,,94.0,,,,,0
