,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,6.9,,,150.0,57.7,11.0,94,Jack Zergiotis QB,260.0,1782.0,,118.2,,,,21.0,-117.0,9
1,6.1,,,53.0,63.9,2.0,33,Mike Beaudry QB,83.0,503.0,,113.9,,,,9.0,-64.0,1
2,7.7,,,24.0,63.2,2.0,32,Steven Krajewski QB,38.0,292.0,,143.2,,,,3.0,-21.0,3
3,15.0,,,1.0,100.0,0.0,15,Quayvon Skanes WR,1.0,15.0,,556.0,,,,0.0,0.0,1
4,6.8,,,228.0,59.7,15.0,94,Total,382.0,2592.0,,120.9,,,,33.0,-202.0,14
0,,,4.5,,,,58,Kevin Mensah RB,,,,,,226.0,1013.0,,,9
1,,,4.8,,,,42,Art Thompkins RB,,,,,,98.0,468.0,,,2
10,,,3.6,,,,58,Total,,,,,,428.0,1544.0,,,13
2,,,4.5,,,,13,Dante Black RB,,,,,,13.0,58.0,,,0
3,,,9.0,,,,17,Cameron Ross WR,,,,,,3.0,27.0,,,0
4,,,1.9,,,,17,Steven Krajewski QB,,,,,,13.0,25.0,,,1
5,,,6.0,,,,14,Dominico Moncion RB,,,,,,3.0,18.0,,,0
6,,,3.4,,,,11,Donevin O'Reilly RB,,,,,,5.0,17.0,,,0
7,,,1.0,,,,1,Quayvon Skanes WR,,,,,,1.0,1.0,,,0
8,,,-1.5,,,,10,Mike Beaudry QB,,,,,,21.0,-32.0,,,1
9,,,-1.1,,,,27,Jack Zergiotis QB,,,,,,41.0,-46.0,,,0
0,,12.1,,,,,94,Cameron Ross WR,,,60.0,,723.0,,,,,4
1,,13.6,,,,,51,Ardell Brown WR,,,27.0,,368.0,,,,,2
10,,12.4,,,,,23,Donovan Williams TE,,,5.0,,62.0,,,,,0
11,,15.0,,,,,17,Mason Donaldson WR,,,2.0,,30.0,,,,,0
12,,6.0,,,,,6,Dante Black RB,,,1.0,,6.0,,,,,0
13,,-1.0,,,,,0,Jack Zergiotis QB,,,1.0,,-1.0,,,,,0
14,,11.4,,,,,94,Total,,,228.0,,2592.0,,,,,14
2,,13.2,,,,,47,Matt Drayton WR,,,21.0,,278.0,,,,,2
3,,9.7,,,,,29,Jay Rose TE,,,27.0,,261.0,,,,,2
4,,6.6,,,,,33,Art Thompkins RB,,,39.0,,257.0,,,,,2
5,,21.0,,,,,53,Cameron Hairston WR,,,8.0,,168.0,,,,,1
6,,13.0,,,,,30,Elijah Jeffreys WR,,,11.0,,143.0,,,,,1
7,,11.3,,,,,24,Heron Maurisseau WR,,,10.0,,113.0,,,,,0
8,,11.6,,,,,22,Jayce Medlock TE,,,8.0,,93.0,,,,,0
9,,11.4,,,,,26,Kevin Mensah RB,,,8.0,,91.0,,,,,0
