,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,6.7,,,179.0,55.1,9.0,75,Desmond Ridder QB,325.0,2164.0,,123.7,,,,28.0,-197.0,18
1,7.6,,,29.0,56.9,2.0,56,Ben Bryant QB,51.0,388.0,,119.4,,,,7.0,-37.0,1
2,6.8,,,208.0,55.2,11.0,75,Total,377.0,2552.0,,122.8,,,,35.0,-234.0,19
0,,,4.8,,,,73,Michael Warren II RB,,,,,,261.0,1265.0,,,14
1,,,4.5,,,,49,Desmond Ridder QB,,,,,,144.0,650.0,,,5
10,,,2.0,,,,2,Jake Sopko QB,,,,,,1.0,2.0,,,0
11,,,4.7,,,,73,Total,,,,,,616.0,2912.0,,,30
2,,,5.3,,,,53,Gerrid Doaks RB,,,,,,100.0,526.0,,,5
3,,,4.8,,,,38,Tavion Thomas RB,,,,,,40.0,190.0,,,1
4,,,5.3,,,,26,Ryan Montgomery RB,,,,,,20.0,106.0,,,2
5,,,11.6,,,,32,Tre Tucker WR,,,,,,8.0,93.0,,,0
6,,,1.6,,,,21,Ben Bryant QB,,,,,,22.0,35.0,,,1
7,,,3.7,,,,12,Michael Kopaygorodsky RB,,,,,,7.0,26.0,,,1
8,,,12.5,,,,24,Rashad Medaris WR,,,,,,2.0,25.0,,,0
9,,,13.0,,,,13,Wilson Huber TE,,,,,,1.0,13.0,,,0
0,,17.6,,,,,52,Alec Pierce WR,,,37.0,,652.0,,,,,2
1,,12.9,,,,,73,Josiah Deguara TE,,,39.0,,504.0,,,,,7
10,,9.3,,,,,20,Leonard Taylor TE,,,4.0,,37.0,,,,,1
11,,4.9,,,,,10,Trent Cloud WR,,,7.0,,34.0,,,,,1
12,,9.5,,,,,11,Blue Smith WR,,,2.0,,19.0,,,,,0
13,,4.5,,,,,5,Bruno Labelle TE,,,2.0,,9.0,,,,,1
14,,7.0,,,,,7,Wyatt Fischer WR,,,1.0,,7.0,,,,,0
15,,7.0,,,,,7,Myjai Sanders DE,,,1.0,,7.0,,,,,0
16,,6.0,,,,,6,Tavion Thomas RB,,,1.0,,6.0,,,,,0
17,,12.3,,,,,75,Total,,,208.0,,2552.0,,,,,19
2,,14.2,,,,,75,Rashad Medaris WR,,,25.0,,354.0,,,,,2
3,,10.8,,,,,32,Malick Mbodj WR,,,23.0,,249.0,,,,,1
4,,10.1,,,,,24,Jayshon Jackson WR,,,17.0,,171.0,,,,,0
5,,7.3,,,,,30,Michael Warren II RB,,,21.0,,153.0,,,,,2
6,,12.5,,,,,51,Thomas Geddis WR,,,11.0,,137.0,,,,,1
7,,13.1,,,,,56,Tre Tucker WR,,,7.0,,92.0,,,,,0
8,,8.8,,,,,28,Gerrid Doaks RB,,,8.0,,70.0,,,,,1
9,,25.5,,,,,32,Josh Whyle TE,,,2.0,,51.0,,,,,0
