,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.6,,,52.0,43.0,3.0,56,Sean Chambers QB,121.0,915.0,,120.6,,,,7.0,-41.0,7
1,5.4,,,49.0,51.6,4.0,31,Tyler Vander Waal QB,95.0,512.0,,91.9,,,,11.0,-77.0,1
2,8.8,,,19.0,48.7,2.0,63,Levi Williams QB,39.0,343.0,,137.7,,,,3.0,-24.0,3
3,0.0,,,0.0,0.0,0.0,0,Austin Conway WR,1.0,0.0,,0.0,,,,0.0,0.0,0
4,6.9,,,120.0,46.9,9.0,63,Total,256.0,1770.0,,112.1,,,,21.0,-142.0,11
0,,,5.1,,,,62,Xazavian Valladay RB,,,,,,247.0,1265.0,,,6
1,,,6.3,,,,75,Sean Chambers QB,,,,,,90.0,567.0,,,10
10,,,-1.9,,,,0,-,,,,,,10.0,-19.0,,,0
11,,,-0.7000000000000001,,,,11,Tyler Vander Waal QB,,,,,,27.0,-19.0,,,4
12,,,4.9,,,,80,Total,,,,,,575.0,2792.0,,,27
2,,,5.0,,,,59,Titus Swen RB,,,,,,67.0,337.0,,,1
3,,,5.2,,,,80,Trey Smith RB,,,,,,44.0,227.0,,,3
4,,,4.5,,,,38,Levi Williams QB,,,,,,40.0,181.0,,,2
5,,,5.9,,,,41,Brett Brenton RB,,,,,,29.0,172.0,,,0
6,,,6.3,,,,12,Raghib Ismail Jr. WR,,,,,,6.0,38.0,,,1
7,,,4.5,,,,9,Austin Conway WR,,,,,,6.0,27.0,,,0
8,,,1.9,,,,4,Jeff Burroughs FB,,,,,,8.0,15.0,,,0
9,,,1.0,,,,1,Alphonzo Andrews Jr. RB,,,,,,1.0,1.0,,,0
0,,15.4,,,,,37,Raghib Ismail Jr. WR,,,23.0,,355.0,,,,,2
1,,13.7,,,,,28,Austin Conway WR,,,23.0,,314.0,,,,,1
10,,8.0,,,,,11,Brett Brenton RB,,,2.0,,16.0,,,,,0
11,,-5.0,,,,,0,Tyler Vander Waal QB,,,1.0,,-5.0,,,,,0
12,,14.8,,,,,63,Total,,,120.0,,1770.0,,,,,11
2,,13.2,,,,,56,Josh Harshman TE,,,20.0,,264.0,,,,,2
3,,19.2,,,,,63,Xazavian Valladay RB,,,11.0,,211.0,,,,,2
4,,21.0,,,,,53,Ayden Eberhardt WR,,,8.0,,168.0,,,,,2
5,,21.7,,,,,45,Gunner Gentry WR,,,6.0,,130.0,,,,,0
6,,14.1,,,,,25,Jackson Marcotte TE,,,9.0,,127.0,,,,,2
7,,8.2,,,,,15,John Okwoli WR,,,9.0,,74.0,,,,,0
8,,14.0,,,,,34,Dontae Crow WR,,,5.0,,70.0,,,,,0
9,,15.3,,,,,24,Titus Swen RB,,,3.0,,46.0,,,,,0
