,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,6.9,,,152.0,55.3,8.0,83,Brandon Peters QB,275.0,1884.0,,128.6,,,,24.0,-180.0,18
1,6.2,,,42.0,54.5,0.0,35,Matt Robinson QB,77.0,475.0,,110.7,,,,14.0,-106.0,1
2,3.8,,,3.0,30.0,1.0,25,Isaiah Williams QB,10.0,38.0,,41.9,,,,1.0,-3.0,0
3,12.0,,,1.0,100.0,0.0,12,Cam Miller QB,1.0,12.0,,200.8,,,,0.0,0.0,0
4,0.0,,,0.0,0.0,0.0,0,Casey Washington WR,1.0,0.0,,0.0,,,,0.0,0.0,0
5,0.0,,,0.0,0.0,0.0,0,Trenard Davis WR,1.0,0.0,,0.0,,,,0.0,0.0,0
6,6.6,,,198.0,54.1,9.0,83,Total,366.0,2409.0,,121.6,,,,39.0,-289.0,19
0,,,4.7,,,,66,Reggie Corbin RB,,,,,,143.0,675.0,,,7
1,,,5.2,,,,44,Dre Brown RB,,,,,,113.0,584.0,,,5
10,,,4.0,,,,8,Conner Lillig RB,,,,,,2.0,8.0,,,0
11,,,6.0,,,,6,Donny Navarro WR,,,,,,1.0,6.0,,,0
12,,,2.0,,,,2,Trevon Sidney WR,,,,,,1.0,2.0,,,0
13,,,0.0,,,,0,Blake Hayes P,,,,,,1.0,0.0,,,0
14,,,-2.0,,,,3,Dominic Stampley WR,,,,,,3.0,-6.0,,,0
15,,,-1.5,,,,11,Matt Robinson QB,,,,,,30.0,-45.0,,,1
16,,,3.8,,,,66,Total,,,,,,491.0,1874.0,,,19
2,,,3.5,,,,14,Ra'Von Bonner RB,,,,,,65.0,225.0,,,3
3,,,2.9,,,,54,Brandon Peters QB,,,,,,74.0,213.0,,,3
4,,,6.3,,,,50,Jakari Norwood RB,,,,,,15.0,94.0,,,0
5,,,3.7,,,,13,Kenyon Sims RB,,,,,,14.0,52.0,,,0
6,,,5.6,,,,14,Mike Epstein RB,,,,,,8.0,45.0,,,0
7,,,6.0,,,,14,Chase Brown RB,,,,,,3.0,18.0,,,0
8,,,1.8,,,,7,Isaiah Williams QB,,,,,,9.0,16.0,,,0
9,,,5.5,,,,6,Coran Taylor QB,,,,,,2.0,11.0,,,0
0,,19.2,,,,,83,Josh Imatorbhebhe WR,,,33.0,,634.0,,,,,9
1,,12.8,,,,,48,Donny Navarro WR,,,27.0,,345.0,,,,,2
10,,16.8,,,,,28,Ra'Von Bonner RB,,,4.0,,67.0,,,,,1
11,,21.5,,,,,30,Trenard Davis WR,,,2.0,,43.0,,,,,0
12,,15.5,,,,,31,Kyron Cumby WR,,,2.0,,31.0,,,,,0
13,,9.3,,,,,23,Reggie Corbin RB,,,3.0,,28.0,,,,,0
14,,5.5,,,,,8,Carlos Sandy WR,,,4.0,,22.0,,,,,0
15,,8.0,,,,,10,Jordan Holmes WR,,,2.0,,16.0,,,,,0
16,,7.0,,,,,12,Griffin Palmer TE,,,2.0,,14.0,,,,,0
17,,0.0,,,,,14,Richie Petitbon OL,,,0.0,,14.0,,,,,0
18,,3.0,,,,,4,Isaiah Williams QB,,,3.0,,9.0,,,,,0
19,,3.5,,,,,5,Kenyon Sims RB,,,2.0,,7.0,,,,,0
2,,15.2,,,,,52,Daniel Barker TE,,,18.0,,273.0,,,,,4
20,,-0.5,,,,,2,Jakari Norwood RB,,,2.0,,-1.0,,,,,0
21,,12.2,,,,,83,Total,,,198.0,,2409.0,,,,,19
3,,9.4,,,,,26,Ricky Smalling WR,,,24.0,,225.0,,,,,1
4,,9.7,,,,,33,Justice Williams TE,,,14.0,,136.0,,,,,1
5,,12.0,,,,,20,Casey Washington WR,,,11.0,,132.0,,,,,0
6,,7.7,,,,,16,Trevon Sidney WR,,,16.0,,123.0,,,,,1
7,,10.8,,,,,29,Caleb Reams WR,,,10.0,,108.0,,,,,0
8,,11.2,,,,,27,Dominic Stampley WR,,,9.0,,101.0,,,,,0
9,,8.2,,,,,15,Dre Brown RB,,,10.0,,82.0,,,,,0
