,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,6.2,,,237.0,63.4,7.0,57,Carson Strong QB,374.0,2335.0,,121.8,,,,23.0,-163.0,11
1,7.6,,,42.0,53.8,4.0,75,Malik Henry QB,78.0,593.0,,111.7,,,,4.0,-23.0,1
2,6.0,,,25.0,61.0,2.0,41,Cristian Solano QB,41.0,248.0,,118.1,,,,4.0,-25.0,2
3,50.0,,,1.0,100.0,0.0,50,Elijah Cooks WR,1.0,50.0,,520.0,,,,0.0,0.0,0
4,6.7,,,3.0,100.0,0.0,10,Hamish McClure QB,3.0,20.0,,156.0,,,,2.0,-9.0,0
5,1.0,,,1.0,100.0,0.0,1,Kelton Moore RB,1.0,1.0,,108.4,,,,0.0,0.0,0
6,-1.0,,,1.0,100.0,0.0,0,Toa Taua RB,1.0,-1.0,,91.6,,,,0.0,0.0,0
7,6.5,,,310.0,62.0,13.0,75,Total,500.0,3246.0,,120.6,,,,33.0,-220.0,14
0,,,4.1,,,,27,Toa Taua RB,,,,,,196.0,807.0,,,6
1,,,4.6,,,,51,Devonte Lee RB,,,,,,66.0,302.0,,,7
10,,,-0.1,,,,18,Carson Strong QB,,,,,,54.0,-6.0,,,0
11,,,-9.0,,,,0,Dominic Christian WR,,,,,,1.0,-9.0,,,0
12,,,-4.5,,,,0,Hamish McClure QB,,,,,,2.0,-9.0,,,0
13,,,3.4,,,,51,Total,,,,,,446.0,1503.0,,,16
2,,,4.6,,,,33,Jaxson Kincaide RB,,,,,,32.0,146.0,,,1
3,,,5.3,,,,47,Cristian Solano QB,,,,,,26.0,138.0,,,0
4,,,3.7,,,,16,Kelton Moore RB,,,,,,34.0,126.0,,,2
5,,,1.7000000000000002,,,,8,Roger Neal RB,,,,,,11.0,19.0,,,0
6,,,17.0,,,,17,Quinton Conaway P,,,,,,1.0,17.0,,,0
7,,,0.6000000000000001,,,,13,Malik Henry QB,,,,,,11.0,7.0,,,0
8,,,4.0,,,,4,Ben Putman WR,,,,,,1.0,4.0,,,0
9,,,-1.0,,,,0,Romeo Doubs WR,,,,,,1.0,-1.0,,,0
0,,12.2,,,,,55,Elijah Cooks WR,,,76.0,,926.0,,,,,8
1,,14.8,,,,,75,Romeo Doubs WR,,,44.0,,649.0,,,,,4
10,,7.0,,,,,13,Devonte Lee RB,,,5.0,,35.0,,,,,0
11,,6.6,,,,,9,Justin Lockhart WR,,,5.0,,33.0,,,,,0
12,,10.7,,,,,19,Crishaun Lappin TE,,,3.0,,32.0,,,,,0
13,,7.0,,,,,18,John Humphrey WR,,,4.0,,28.0,,,,,0
14,,4.5,,,,,10,Henry Ikahihifo TE,,,6.0,,27.0,,,,,0
15,,2.8,,,,,23,Kelton Moore RB,,,6.0,,17.0,,,,,0
16,,8.0,,,,,8,Roger Neal RB,,,1.0,,8.0,,,,,0
17,,2.0,,,,,4,Reagan Roberson TE,,,2.0,,4.0,,,,,0
18,,10.5,,,,,75,Total,,,310.0,,3246.0,,,,,14
2,,9.2,,,,,38,Dominic Christian WR,,,35.0,,321.0,,,,,2
3,,11.4,,,,,35,Ben Putman WR,,,26.0,,297.0,,,,,0
4,,10.4,,,,,30,Kaleb Fossum WR,,,28.0,,292.0,,,,,0
5,,6.2,,,,,41,Toa Taua RB,,,30.0,,185.0,,,,,0
6,,9.0,,,,,23,Melquan Stovall WR,,,19.0,,171.0,,,,,0
7,,13.6,,,,,50,Brendan O'Leary-Orange WR,,,8.0,,109.0,,,,,0
8,,7.6,,,,,35,Jaxson Kincaide RB,,,8.0,,61.0,,,,,0
9,,12.8,,,,,18,Cole Turner WR,,,4.0,,51.0,,,,,0
