,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,8.2,,,131.0,60.9,3.0,60,Chase Garbers QB,215.0,1772.0,,148.9,,,,24.0,-134.0,14
1,5.8,,,62.0,50.8,5.0,52,Devon Modster QB,122.0,705.0,,104.7,,,,17.0,-92.0,5
2,2.8,,,9.0,36.0,1.0,17,Spencer Brasch QB,25.0,71.0,,51.9,,,,4.0,-40.0,0
3,4.3,,,2.0,66.7,0.0,8,Robby Rowell QB,3.0,13.0,,103.1,,,,1.0,-8.0,0
4,7.0,,,204.0,55.9,9.0,60,Total,365.0,2561.0,,127.1,,,,46.0,-274.0,19
0,,,4.4,,,,54,Christopher Brown Jr. RB,,,,,,208.0,914.0,,,8
1,,,4.4,,,,23,Marcel Dancy RB,,,,,,57.0,248.0,,,2
10,,,-5.0,,,,0,Ricky Walker III WR,,,,,,1.0,-5.0,,,0
11,,,-6.0,,,,12,Spencer Brasch QB,,,,,,7.0,-42.0,,,0
12,,,3.6,,,,54,Total,,,,,,476.0,1710.0,,,16
2,,,2.5,,,,19,Chase Garbers QB,,,,,,90.0,223.0,,,3
3,,,5.2,,,,34,DeShawn Collins RB,,,,,,38.0,199.0,,,2
4,,,3.5,,,,37,Devon Modster QB,,,,,,48.0,168.0,,,1
5,,,13.0,,,,23,Trevon Clark WR,,,,,,2.0,26.0,,,0
6,,,3.8,,,,7,Alex Netherda RB,,,,,,4.0,15.0,,,0
7,,,2.7,,,,8,Nikko Remigio WR,,,,,,3.0,8.0,,,0
8,,,-1.0,,,,6,Robby Rowell QB,,,,,,2.0,-2.0,,,0
9,,,-2.0,,,,0,Jeremiah Hawkins WR,,,,,,1.0,-2.0,,,0
0,,13.5,,,,,43,Nikko Remigio WR,,,38.0,,513.0,,,,,3
1,,14.6,,,,,48,Jordan Duncan WR,,,25.0,,364.0,,,,,2
10,,15.0,,,,,22,Ricky Walker III WR,,,2.0,,30.0,,,,,0
11,,7.3,,,,,9,Ben Skinner WR,,,3.0,,22.0,,,,,0
12,,5.5,,,,,7,Collin Moore TE,,,2.0,,11.0,,,,,1
13,,5.5,,,,,7,DeShawn Collins RB,,,2.0,,11.0,,,,,0
14,,12.6,,,,,60,Total,,,204.0,,2561.0,,,,,19
2,,15.5,,,,,52,Makai Polk WR,,,19.0,,295.0,,,,,2
3,,17.0,,,,,37,Kekoa Crawford WR,,,16.0,,272.0,,,,,2
4,,20.2,,,,,60,Jake Tonges TE,,,13.0,,262.0,,,,,1
5,,11.9,,,,,45,Trevon Clark WR,,,21.0,,250.0,,,,,2
6,,7.5,,,,,28,Christopher Brown Jr. RB,,,22.0,,166.0,,,,,4
7,,7.7,,,,,28,Marcel Dancy RB,,,20.0,,153.0,,,,,0
8,,10.4,,,,,21,Gavin Reinwald TE,,,14.0,,146.0,,,,,2
9,,9.4,,,,,24,Jeremiah Hawkins WR,,,7.0,,66.0,,,,,0
