,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.6,,,175.0,55.4,8.0,63,Brett Gabbert QB,316.0,2411.0,,125.9,,,,25.0,-141.0,11
1,4.4,,,8.0,42.1,2.0,45,Jackson Williamson QB,19.0,84.0,,58.2,,,,4.0,-20.0,0
2,0.0,,,0.0,0.0,0.0,0,Jack Sorenson WR,1.0,0.0,,0.0,,,,0.0,0.0,0
3,0.0,,,0.0,0.0,0.0,0,Jalen Walker WR,1.0,0.0,,0.0,,,,1.0,-12.0,0
4,7.4,,,183.0,54.3,10.0,63,Total,337.0,2495.0,,121.3,,,,31.0,-183.0,11
0,,,4.3,,,,59,Jaylon Bester RB,,,,,,171.0,741.0,,,14
1,,,5.4,,,,53,Tyre Shelton RB,,,,,,108.0,587.0,,,2
10,,,-3.7,,,,2,AJ Mayer QB,,,,,,3.0,-11.0,,,0
11,,,3.4,,,,59,Total,,,,,,533.0,1833.0,,,22
2,,,5.0,,,,23,Maurice Thomas RB,,,,,,41.0,204.0,,,0
3,,,2.9,,,,17,Davion Johnson RB,,,,,,60.0,172.0,,,2
4,,,0.8,,,,31,Brett Gabbert QB,,,,,,88.0,72.0,,,3
5,,,3.1,,,,21,Zach Kahn RB,,,,,,23.0,71.0,,,1
6,,,2.9,,,,22,Jackson Williamson QB,,,,,,12.0,35.0,,,0
7,,,2.6,,,,9,Mitchell Burton RB,,,,,,7.0,18.0,,,0
8,,,2.0,,,,8,James Maye WR,,,,,,2.0,4.0,,,0
9,,,0.30000000000000004,,,,13,Jalen Walker WR,,,,,,3.0,1.0,,,0
0,,12.9,,,,,43,Jack Sorenson WR,,,44.0,,568.0,,,,,4
1,,25.3,,,,,63,James Maye WR,,,20.0,,506.0,,,,,1
10,,8.4,,,,,16,Quentin Hardy TE,,,5.0,,42.0,,,,,1
11,,12.5,,,,,13,Nick Manson WR,,,2.0,,25.0,,,,,0
12,,2.2,,,,,8,Maurice Thomas RB,,,10.0,,22.0,,,,,0
13,,13.6,,,,,63,Total,,,183.0,,2495.0,,,,,11
2,,17.4,,,,,60,Jalen Walker WR,,,24.0,,418.0,,,,,2
3,,21.1,,,,,46,Dominique Robinson WR,,,14.0,,296.0,,,,,0
4,,15.7,,,,,31,Luke Mayock WR,,,9.0,,141.0,,,,,1
5,,9.8,,,,,27,Davion Johnson RB,,,13.0,,128.0,,,,,0
6,,12.6,,,,,35,Andrew Homer TE,,,10.0,,126.0,,,,,2
7,,12.3,,,,,18,Cam Blakely WR,,,7.0,,86.0,,,,,0
8,,6.0,,,,,17,Tyre Shelton RB,,,13.0,,78.0,,,,,0
9,,4.9,,,,,9,Jaylon Bester RB,,,12.0,,59.0,,,,,0
