,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,8.4,,,155.0,62.8,11.0,90,Spencer Sanders QB,247.0,2065.0,,145.4,,,,18.0,-98.0,16
1,7.6,,,72.0,67.3,1.0,69,Dru Brown QB,107.0,810.0,,150.6,,,,8.0,-59.0,7
2,5.3,,,4.0,100.0,0.0,8,Shaun Taylor QB,4.0,21.0,,144.1,,,,0.0,0.0,0
3,20.0,,,1.0,100.0,0.0,20,Tom Hutton P,1.0,20.0,,268.0,,,,0.0,0.0,0
4,0.0,,,0.0,0.0,0.0,0,Dillon Stoner WR,1.0,0.0,,0.0,,,,0.0,0.0,0
5,0.0,,,0.0,0.0,0.0,0,- Team -,1.0,0.0,,0.0,,,,0.0,0.0,0
6,0.0,,,0.0,0.0,0.0,0,Jake McClure PK,1.0,0.0,,0.0,,,,0.0,0.0,0
7,8.1,,,232.0,64.1,12.0,90,Total,362.0,2916.0,,146.1,,,,26.0,-157.0,23
0,,,6.4,,,,92,Chuba Hubbard RB,,,,,,328.0,2094.0,,,21
1,,,4.5,,,,33,Spencer Sanders QB,,,,,,139.0,628.0,,,2
10,,,-3.6,,,,0,- Team -,,,,,,9.0,-32.0,,,0
11,,,5.3,,,,92,Total,,,,,,562.0,2985.0,,,27
2,,,5.5,,,,68,LD Brown RB,,,,,,40.0,221.0,,,2
3,,,3.1,,,,6,Jahmyl Jeter RB,,,,,,11.0,34.0,,,0
4,,,12.0,,,,12,Dillon Stoner WR,,,,,,1.0,12.0,,,0
5,,,1.7000000000000002,,,,6,Micah Cooper RB,,,,,,7.0,12.0,,,1
6,,,4.0,,,,7,Deondrick Glass RB,,,,,,2.0,8.0,,,0
7,,,0.30000000000000004,,,,12,Dru Brown QB,,,,,,23.0,6.0,,,1
8,,,2.0,,,,2,A.J. Green CB,,,,,,1.0,2.0,,,0
9,,,0.0,,,,0,Tylan Wallace WR,,,,,,1.0,0.0,,,0
0,,17.0,,,,,90,Tylan Wallace WR,,,53.0,,903.0,,,,,8
1,,11.5,,,,,57,Dillon Stoner WR,,,52.0,,599.0,,,,,5
10,,8.0,,,,,10,Rodarius Williams CB,,,2.0,,16.0,,,,,0
11,,3.0,,,,,6,Logan Carter TE,,,5.0,,15.0,,,,,1
12,,4.0,,,,,6,LC Greenwood WR,,,3.0,,12.0,,,,,0
13,,9.0,,,,,9,Dezmon Jackson RB,,,1.0,,9.0,,,,,0
14,,8.0,,,,,8,Langston Anderson WR,,,1.0,,8.0,,,,,0
15,,4.0,,,,,4,Jacob Morris WR,,,1.0,,4.0,,,,,0
16,,12.6,,,,,90,Total,,,232.0,,2916.0,,,,,23
2,,22.6,,,,,69,Braydon Johnson WR,,,21.0,,475.0,,,,,4
3,,12.5,,,,,73,Jordan McCray WR,,,19.0,,237.0,,,,,2
4,,8.6,,,,,46,Chuba Hubbard RB,,,23.0,,198.0,,,,,0
5,,7.6,,,,,30,Landon Wolf WR,,,25.0,,189.0,,,,,0
6,,7.0,,,,,30,Jelani Woods TE,,,16.0,,112.0,,,,,1
7,,20.3,,,,,59,C.J. Moore WR,,,4.0,,81.0,,,,,2
8,,10.7,,,,,15,LD Brown RB,,,3.0,,32.0,,,,,0
9,,8.7,,,,,20,Dayton Metcalf TE,,,3.0,,26.0,,,,,0
