,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,5.6,,,83.0,51.6,7.0,75,Cephus Johnson QB,161.0,900.0,,100.1,,,,15.0,-86.0,5
1,8.5,,,56.0,57.7,2.0,53,Desmond Trotter QB,97.0,820.0,,151.8,,,,9.0,-60.0,8
2,7.8,,,10.0,41.7,2.0,74,Tylan Morton QB,24.0,186.0,,103.9,,,,4.0,-20.0,1
3,6.8,,,149.0,52.8,11.0,75,Total,282.0,1906.0,,118.2,,,,28.0,-166.0,14
0,,,5.5,,,,49,Tra Minter RB,,,,,,193.0,1057.0,,,5
1,,,4.3,,,,36,Carlos Davis RB,,,,,,60.0,261.0,,,2
10,,,1.6,,,,3,Terrion Avery RB,,,,,,8.0,13.0,,,0
11,,,-3.0,,,,0,Cade Sutherland WR,,,,,,1.0,-3.0,,,0
12,,,-5.0,,,,0,- Team -,,,,,,5.0,-25.0,,,0
13,,,4.0,,,,49,Total,,,,,,509.0,2057.0,,,15
2,,,3.2,,,,25,Desmond Trotter QB,,,,,,61.0,197.0,,,0
3,,,2.4,,,,27,Cephus Johnson QB,,,,,,75.0,181.0,,,4
4,,,3.6,,,,26,Jared Wilson RB,,,,,,49.0,176.0,,,1
5,,,4.2,,,,26,Kawaan Baker WR,,,,,,20.0,83.0,,,2
6,,,6.0,,,,14,Tony Brown RB,,,,,,7.0,42.0,,,0
7,,,3.2,,,,9,John Tank Miller RB,,,,,,12.0,38.0,,,0
8,,,1.3,,,,7,Tylan Morton QB,,,,,,15.0,20.0,,,1
9,,,5.7,,,,7,Damean Bivins RB,,,,,,3.0,17.0,,,0
0,,16.4,,,,,75,Kawaan Baker WR,,,35.0,,574.0,,,,,3
1,,19.3,,,,,60,Jalen Tolbert WR,,,27.0,,521.0,,,,,6
10,,11.0,,,,,15,John Tank Miller RB,,,2.0,,22.0,,,,,0
11,,9.0,,,,,13,Khameron Taylor TE,,,2.0,,18.0,,,,,1
12,,15.0,,,,,15,Nick Thompson TE,,,1.0,,15.0,,,,,0
13,,7.0,,,,,7,Jared Wilson RB,,,1.0,,7.0,,,,,0
14,,3.0,,,,,5,Devin Voisin WR,,,2.0,,6.0,,,,,0
15,,2.0,,,,,2,Jamel Thomas WR,,,1.0,,2.0,,,,,0
16,,12.8,,,,,75,Total,,,149.0,,1906.0,,,,,14
2,,6.5,,,,,27,Tra Minter RB,,,32.0,,209.0,,,,,0
3,,16.4,,,,,53,Cade Sutherland WR,,,10.0,,164.0,,,,,0
4,,9.1,,,,,22,Davyn Flenord WR,,,14.0,,127.0,,,,,2
5,,10.8,,,,,27,Brandon Crum TE,,,6.0,,65.0,,,,,0
6,,12.4,,,,,20,Jalen Wayne WR,,,5.0,,62.0,,,,,2
7,,7.2,,,,,13,Carlos Davis RB,,,6.0,,43.0,,,,,0
8,,14.3,,,,,33,Tre'Veon Hamilton WR,,,3.0,,43.0,,,,,0
9,,14.0,,,,,18,Zac Crosby TE,,,2.0,,28.0,,,,,0
