,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,8.1,,,493.0,71.6,16.0,65,Anthony Gordon QB,689.0,5579.0,,157.9,,,,20.0,-153.0,48
1,6.8,,,10.0,76.9,0.0,26,Gage Gubrud QB,13.0,89.0,,159.8,,,,0.0,0.0,1
2,2.5,,,2.0,33.3,0.0,11,Trey Tinsley QB,6.0,15.0,,109.3,,,,0.0,0.0,1
3,0.0,,,0.0,0.0,0.0,0,- Team -,2.0,0.0,,0.0,,,,0.0,0.0,0
4,8.0,,,505.0,71.1,16.0,65,Total,710.0,5683.0,,157.1,,,,20.0,-153.0,50
0,,,6.4,,,,56,Max Borghi RB,,,,,,127.0,817.0,,,11
1,,,6.9,,,,32,Deon McIntosh RB,,,,,,16.0,111.0,,,1
2,,,2.8,,,,8,Clay Markoff RB,,,,,,9.0,25.0,,,0
3,,,-0.4,,,,17,Anthony Gordon QB,,,,,,51.0,-20.0,,,0
4,,,-6.9,,,,0,- Team -,,,,,,7.0,-48.0,,,0
5,,,4.2,,,,56,Total,,,,,,210.0,885.0,,,12
0,,14.2,,,,,44,Brandon Arconado WR,,,78.0,,1109.0,,,,,7
1,,11.4,,,,,39,Easop Winston Jr. WR,,,85.0,,970.0,,,,,11
10,,9.7,,,,,26,Kassidy Woods WR,,,6.0,,58.0,,,,,0
11,,6.5,,,,,11,Brandon Gray WR,,,2.0,,13.0,,,,,0
12,,11.3,,,,,65,Total,,,505.0,,5683.0,,,,,50
2,,13.1,,,,,48,Dezmon Patmon WR,,,58.0,,762.0,,,,,8
3,,6.9,,,,,65,Max Borghi RB,,,86.0,,597.0,,,,,5
4,,10.7,,,,,41,Renard Bell WR,,,54.0,,579.0,,,,,6
5,,13.1,,,,,58,Davontavean Martin WR,,,43.0,,564.0,,,,,4
6,,11.4,,,,,54,Travell Harris WR,,,47.0,,536.0,,,,,5
7,,13.9,,,,,58,Rodrick Fisher WR,,,19.0,,265.0,,,,,1
8,,11.7,,,,,36,Calvin Jackson Jr. WR,,,10.0,,117.0,,,,,1
9,,6.6,,,,,41,Deon McIntosh RB,,,17.0,,113.0,,,,,2
