,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,12.6,,,48.0,55.8,3.0,80,Malcolm Perry QB,86.0,1084.0,,181.6,,,,15.0,-80.0,7
1,22.5,,,3.0,75.0,0.0,41,CJ Williams WR,4.0,90.0,,346.5,,,,0.0,0.0,1
2,5.6,,,2.0,25.0,1.0,43,Perry Olsen QB,8.0,45.0,,88.5,,,,2.0,-15.0,1
3,6.3,,,2.0,66.7,0.0,18,Chance Warren WR,3.0,19.0,,229.9,,,,0.0,0.0,1
4,11.9,,,55.0,52.9,4.0,80,Total,104.0,1238.0,,176.9,,,,17.0,-95.0,10
0,,,6.8,,,,70,Malcolm Perry QB,,,,,,295.0,2017.0,,,21
1,,,6.6,,,,75,Jamale Carothers FB,,,,,,111.0,734.0,,,14
10,,,8.6,,,,24,Garrett Winn WR,,,,,,5.0,43.0,,,0
11,,,9.0,,,,13,Justin Smith RB,,,,,,4.0,36.0,,,0
12,,,6.0,,,,18,Tyreek King-El WR,,,,,,6.0,36.0,,,1
13,,,9.3,,,,11,Mychal Cooper WR,,,,,,3.0,28.0,,,0
14,,,2.8,,,,7,James Harris II FB,,,,,,9.0,25.0,,,0
15,,,20.0,,,,20,Travis Brannan WR,,,,,,1.0,20.0,,,0
16,,,8.0,,,,9,Dalen Morris QB,,,,,,2.0,16.0,,,0
17,,,13.0,,,,13,Mark Walker WR,,,,,,1.0,13.0,,,0
18,,,-0.5,,,,3,Tyger Goslin QB,,,,,,4.0,-2.0,,,0
19,,,6.1,,,,77,Total,,,,,,773.0,4687.0,,,52
2,,,4.9,,,,77,Nelson Smith FB,,,,,,116.0,571.0,,,7
3,,,5.3,,,,27,CJ Williams WR,,,,,,56.0,298.0,,,3
4,,,8.3,,,,26,Tazh Maloy WR,,,,,,32.0,267.0,,,1
5,,,7.1,,,,41,Keoni-Kordell Makekau WR,,,,,,30.0,212.0,,,0
6,,,7.2,,,,31,Myles Fells WR,,,,,,18.0,130.0,,,0
7,,,3.8,,,,26,Isaac Ruoss FB,,,,,,29.0,109.0,,,1
8,,,2.4,,,,13,Perry Olsen QB,,,,,,34.0,80.0,,,2
9,,,14.0,,,,22,Chance Warren WR,,,,,,5.0,70.0,,,2
0,,21.1,,,,,58,Mychal Cooper WR,,,18.0,,380.0,,,,,2
1,,30.0,,,,,80,CJ Williams WR,,,7.0,,210.0,,,,,2
2,,22.9,,,,,74,Ryan Mitchell WR,,,8.0,,183.0,,,,,1
3,,35.0,,,,,60,Keoni-Kordell Makekau WR,,,5.0,,175.0,,,,,1
4,,26.3,,,,,47,Jamale Carothers FB,,,4.0,,105.0,,,,,2
5,,15.2,,,,,41,Chance Warren WR,,,6.0,,91.0,,,,,1
6,,25.5,,,,,33,Tazh Maloy WR,,,2.0,,51.0,,,,,0
7,,16.0,,,,,23,OJ Davis WR,,,2.0,,32.0,,,,,1
8,,3.7,,,,,7,Myles Fells WR,,,3.0,,11.0,,,,,0
9,,22.5,,,,,80,Total,,,55.0,,1238.0,,,,,10
