,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,7.8,,,210.0,62.7,8.0,90,Asher O'Hara QB,335.0,2616.0,,143.2,,,,22.0,-133.0,20
1,6.9,,,17.0,53.1,1.0,57,Chase Cunningham QB,32.0,221.0,,125.5,,,,0.0,0.0,2
2,7.7,,,227.0,61.9,9.0,90,Total,367.0,2837.0,,141.7,,,,22.0,-133.0,22
0,,,5.2,,,,53,Asher O'Hara QB,,,,,,199.0,1044.0,,,9
1,,,7.4,,,,65,Terelle West RB,,,,,,39.0,290.0,,,4
10,,,1.5,,,,4,Randall Johnson QB,,,,,,2.0,3.0,,,0
11,,,1.0,,,,1,Yusuf Ali WR,,,,,,1.0,1.0,,,0
12,,,0.0,,,,0,Tyrese Johnson WR,,,,,,1.0,0.0,,,0
13,,,5.1,,,,92,Total,,,,,,404.0,2049.0,,,18
2,,,4.0,,,,38,Chaton Mobley RB,,,,,,52.0,208.0,,,3
3,,,5.1,,,,92,Jayy McDonald RB,,,,,,40.0,204.0,,,1
4,,,4.6,,,,18,Brad Anderson RB,,,,,,37.0,170.0,,,0
5,,,6.6,,,,21,Zack Dobson WR,,,,,,17.0,113.0,,,0
6,,,3.0,,,,4,Ty Lee WR,,,,,,4.0,12.0,,,0
7,,,3.3,,,,8,Chase Cunningham QB,,,,,,3.0,10.0,,,1
8,,,9.0,,,,9,Jarrin Pierce WR,,,,,,1.0,9.0,,,0
9,,,1.8,,,,6,DJ England-Chisolm WR,,,,,,5.0,9.0,,,0
0,,13.4,,,,,57,Jarrin Pierce WR,,,42.0,,562.0,,,,,4
1,,11.2,,,,,90,Ty Lee WR,,,47.0,,525.0,,,,,3
10,,12.3,,,,,36,Tyrese Johnson WR,,,3.0,,37.0,,,,,0
11,,7.0,,,,,10,Ruben Garnett WR,,,4.0,,28.0,,,,,0
12,,4.3,,,,,9,Terelle West RB,,,6.0,,26.0,,,,,0
13,,6.5,,,,,12,Jayy McDonald RB,,,2.0,,13.0,,,,,0
14,,4.3,,,,,13,Dalton Frantz RB,,,3.0,,13.0,,,,,0
15,,13.0,,,,,13,Marquel Tinsley WR,,,1.0,,13.0,,,,,0
16,,4.5,,,,,7,Jocquez Bruce WR,,,2.0,,9.0,,,,,0
17,,0.0,,,,,0,Asher O'Hara QB,,,0.0,,-5.0,,,,,0
18,,12.5,,,,,90,Total,,,227.0,,2837.0,,,,,22
2,,14.7,,,,,59,Jimmy Marshall WR,,,35.0,,513.0,,,,,6
3,,15.1,,,,,43,Zack Dobson WR,,,16.0,,242.0,,,,,3
4,,17.9,,,,,53,CJ Windham WR,,,13.0,,233.0,,,,,4
5,,10.0,,,,,31,Yusuf Ali WR,,,19.0,,190.0,,,,,0
6,,27.0,,,,,80,DJ England-Chisolm WR,,,6.0,,162.0,,,,,1
7,,15.8,,,,,54,Chaton Mobley RB,,,8.0,,126.0,,,,,0
8,,18.5,,,,,33,Isiah Upton WR,,,6.0,,111.0,,,,,1
9,,2.8,,,,,11,Brad Anderson RB,,,14.0,,39.0,,,,,0
