,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,4.4,,,86.0,50.3,9.0,33,Aidan Smith QB,171.0,760.0,,82.9,,,,11.0,-57.0,3
1,4.0,,,50.0,46.3,4.0,50,Hunter Johnson QB,108.0,432.0,,75.5,,,,11.0,-108.0,1
2,6.8,,,14.0,63.6,2.0,40,Andrew Marty QB,22.0,150.0,,132.7,,,,0.0,0.0,2
3,6.2,,,6.0,60.0,0.0,23,TJ Green QB,10.0,62.0,,112.1,,,,1.0,-1.0,0
4,4.5,,,156.0,50.0,15.0,50,Total,312.0,1404.0,,84.5,,,,23.0,-166.0,6
0,,,4.1,,,,31,Drake Anderson RB,,,,,,154.0,634.0,,,3
1,,,6.2,,,,48,Evan Hull RB,,,,,,46.0,286.0,,,4
10,,,2.1,,,,10,John Moten IV RB,,,,,,14.0,29.0,,,1
11,,,17.0,,,,17,Andrew David P,,,,,,1.0,17.0,,,0
12,,,3.3,,,,13,TJ Green QB,,,,,,3.0,10.0,,,0
13,,,2.0,,,,6,Riley Lees WR,,,,,,3.0,6.0,,,0
14,,,1.5,,,,4,Jason Whittaker QB,,,,,,2.0,3.0,,,0
15,,,1.0,,,,1,Jace James WR,,,,,,1.0,1.0,,,0
16,,,-6.0,,,,0,Berkeley Holman WR,,,,,,1.0,-6.0,,,0
17,,,-9.0,,,,0,Tyler Gillikin LS,,,,,,1.0,-9.0,,,0
18,,,-13.0,,,,0,Conrad Rowley OL,,,,,,1.0,-13.0,,,0
19,,,4.1,,,,79,Total,,,,,,530.0,2161.0,,,17
2,,,2.9,,,,22,Aidan Smith QB,,,,,,72.0,211.0,,,1
3,,,3.5,,,,21,Isaiah Bowser RB,,,,,,59.0,204.0,,,0
4,,,3.9,,,,16,Andrew Marty QB,,,,,,52.0,201.0,,,4
5,,,6.3,,,,79,Kyric McGowan WR,,,,,,28.0,177.0,,,1
6,,,6.0,,,,35,Jesse Brown RB,,,,,,21.0,127.0,,,0
7,,,17.6,,,,62,Coco Azema DB,,,,,,7.0,123.0,,,1
8,,,9.2,,,,39,Raymond Niro III WR,,,,,,11.0,101.0,,,1
9,,,1.3,,,,25,Hunter Johnson QB,,,,,,48.0,64.0,,,1
0,,8.4,,,,,40,Riley Lees WR,,,51.0,,430.0,,,,,2
1,,11.1,,,,,23,Ramaud Chiaokhiao-Bowman WR,,,17.0,,188.0,,,,,0
10,,3.4,,,,,6,Isaiah Bowser RB,,,7.0,,24.0,,,,,0
11,,23.0,,,,,23,Jesse Brown RB,,,1.0,,23.0,,,,,0
12,,4.2,,,,,8,Charlie Mangieri TE,,,5.0,,21.0,,,,,0
13,,4.5,,,,,8,Trey Pugh TE,,,2.0,,9.0,,,,,0
14,,0.0,,,,,5,Hunter Johnson QB,,,0.0,,5.0,,,,,0
15,,9.0,,,,,50,Total,,,156.0,,1404.0,,,,,6
2,,12.9,,,,,50,JJ Jefferson WR,,,12.0,,155.0,,,,,2
3,,11.8,,,,,20,Bennett Skowronek WR,,,12.0,,141.0,,,,,0
4,,13.8,,,,,33,Berkeley Holman WR,,,9.0,,124.0,,,,,0
5,,7.8,,,,,16,Kyric McGowan WR,,,13.0,,102.0,,,,,0
6,,9.2,,,,,16,Jace James WR,,,10.0,,92.0,,,,,2
7,,7.4,,,,,13,John Moten IV RB,,,5.0,,37.0,,,,,0
8,,4.7,,,,,9,Drake Anderson RB,,,6.0,,28.0,,,,,0
9,,4.2,,,,,11,Malik Washington WR,,,6.0,,25.0,,,,,0
